name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Desgranges Romain,FRA,1,Top 1. | Top 1. [4.42],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,Top,Top
Halenke Sebastian,GER,1,Top 1. | Top 1. [4.42],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,Top,Top
Ondra Adam,CZE,1,Top 1. | Top 1. [4.42],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,Top,Top
Skofic Domen,SLO,1,Top 1. | Top 1. [4.42],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,Top,Top
Ghisolfi Stefano,ITA,5,40+ 6. | Top 1. [6.24],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,40+,Top
Midtboe Magnus,NOR,6,Top 1. | 36 14. [6.48],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,Top,36
Supper Gautier,FRA,7,38+ 7. | Top 1. [6.75],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,38+,Top
Schubert Jakob,AUT,8,38 8. | Top 1. [7.21],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,38,Top
Vettorata Francesco,ITA,9,35 9. | Top 1. [7.65],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,35,Top
Julian  Puigblanque Ramón ,ESP,10,33+ 10. | Top 1. [8.26],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,33+,Top
McColl Sean,CAN,11,32+ 13. | Top 1. [9.37],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,32+,Top
Primozic Urban,SLO,12,32 15. | Top 1. [10.04],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,32,Top
Rudigier Max,AUT,13,31 19. | Top 1. [11.68],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,31,Top
Ballet Thomas,FRA,14,33 12. | 35+ 15. [13.64],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,33,35+
Lechner Mario,AUT,15,33+ 10. | 30 22. [15.20],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,33+,30
Chernikov Mikhail,RUS,16,32+ 13. | 32+ 18. [15.80],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,32+,32+
Timmermans Loïc,BEL,17,32 15. | 33 17. [16.23],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,32,33
Bombardi Marcello,ITA,18,31 19. | 36+ 13. [16.52],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,31,36+
Joannes Thomas,FRA,19,31+ 17. | 32 20. [18.71],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,31+,32
Hanke Christoph,GER,20,31 19. | 32+ 18. [19.71],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,31,32+
Hanssens Stephane,BEL,21,31+ 17. | 25 24. [20.92],IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Men,Qualification,2015-08-21,/api/v1/category_rounds/3477/results,/api/v1/events/906/result/1,31+,25
