name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Kaplina Iuliia,,1,7.82,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.34,True,8.06,True,7.74,True,7.82,,,2015-05-17_Saanich_Speed_Women_Final.csv
Krasavina Mariia,,2,8.71,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.39,True,8.17,True,8.31,False,8.71,,,2015-05-17_Saanich_Speed_Women_Final.csv
Tsyganova Anna,,3,8.03,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,9.63,True,8.27,False,8.37,,,True,8.039,2015-05-17_Saanich_Speed_Women_Final.csv
Jaubert Anouck,,4,11.27,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.33,True,8.16,False,8.34,,,False,11.27,2015-05-17_Saanich_Speed_Women_Final.csv
Miroslaw Aleksandra,,5,8.64,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.5,False,8.64,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Buczek Klaudia,,6,8.72,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.73,False,8.72,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Esmaeilzadeh Farnaz,,7,9.00,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,9.96,False,9.0,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Chudziak Patrycja,,8,10.84,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,True,8.84,False,10.84,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Ropek Edyta,,9,8.73,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,8.73,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Prokopiuk-Kawecka Monika,,10,8.96,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,8.96,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Meister Erica,,11,10.46,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,10.46,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Sarisson Aurelia,,12,11.14,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,11.14,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Stewart-Patterson Alison,,13,11.21,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,11.21,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Trinidad Sidney,,14,11.47,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,11.47,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Moss Elena,,15,13.13,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,13.13,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
Dube-Laroche Maggy,,16,FALL,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6,False,FALL,,,,,,,,,2015-05-17_Saanich_Speed_Women_Final.csv
