name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Zhong QiXin,,1,5.79,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.72,True,6.03,True,6.22,True,5.79,,
Boldyrev Danyil,,2,6.72,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.16,True,6.08,True,5.83,False,6.72,,
Alipour Shenazandifard Reza,,3,6.02,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.23,True,6.11,False,6.47,,,True,6.02
Kokorin Stanislav,,4,6.15,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.04,True,6.19,False,7.05,,,False,6.15
Hroza Libor,,5,6.34,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.42,False,6.34,,,,,,
Mawem Bassa,,6,8.22,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.23,False,8.22,,,,,,
Nambot Quentin,,7,8.42,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.42,False,8.42,,,,,,
Dzienski Marcin,,8,9.14,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,True,6.46,False,9.14,,,,,,
Maimuratov Amir,,9,6.32,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,6.32,,,,,,,,
Komosinski Jedrzej,,10,6.44,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,6.44,,,,,,,,
Shilov Aleksandr,,11,6.63,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,6.63,,,,,,,,
Vaitsekhovskii Evgenii,,12,6.68,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,6.68,,,,,,,,
Luzhetskii Sergei,,13,7.29,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,7.29,,,,,,,,
Gontero Leonardo,,14,7.63,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,7.63,,,,,,,,
Stewart-Patterson Robert,,15,7.84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,7.84,,,,,,,,
Ou ZhiYong,,16,FALL,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",901,2015,Haiyang,Speed,Men,Final,2015-06-26,/api/v1/category_rounds/3445/results,/api/v1/events/901/result/2,False,FALL,,,,,,,,
