name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Hroza Libor,CZE,1,5.710,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Mawem Bassa,FRA,2,6.060,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Alipourshenazandifar Reza,IRI,3,6.110,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Boldyrev Danyil,UKR,4,6.200,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Shilov Aleksandr,RUS,5,6.260,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Dzienski Marcin,POL,6,6.300,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Zhong QiXin,CHN,7,6.370,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Kokorin Stanislav,RUS,8,6.590,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Vaitsekhovskii Evgenii,RUS,9,6.880,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
Nambot Quentin,FRA,10,6.990,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",908,2015,Wujiang,Speed,Men,Qualification,2015-10-17,/api/v1/category_rounds/3494/results,/api/v1/events/908/result/2,2015-10-17_Wujiang_Speed_Men_Qualification.csv
