name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Markovic Mina,SLO,1,Top,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,Top,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Verhoeven Anak,BEL,1,Top,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,Top,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Kim Jain,KOR,1,Top,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,Top,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Pilz Jessica,AUT,4,42+,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,42+,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Janicot Hélène,FRA,4,42+,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,42+,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Kobayashi Yuka,JPN,6,42+,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,42+,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Kalan Tjasa,SLO,7,42,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,42,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Ota Risa,JPN,8,41+,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,41+,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Becerra Mathilde,FRA,9,41,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,41,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
Rosen Kajsa,SWE,10,39+,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,906,2015,Stavanger,Lead,Women,Semi-Final,2015-08-21,/api/v1/category_rounds/3475/results,/api/v1/events/906/result/5,39+,2015-08-21_Stavanger_Lead_Women_Semi-Final.csv
