name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Zhong QiXin,,1,6.26,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,7.1,True,6.38,True,6.41,True,6.26,,
Dzienski Marcin,,2,7.01,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.42,True,6.2,True,7.09,False,7.01,,
Mawem Bassa,,3,6.05,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.17,True,6.06,False,7.6,,,True,6.05
Shevchenko Arsenii,,4,6.35,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.49,True,7.39,False,7.19,,,False,6.35
Shilov Aleksandr,,5,6.97,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.69,False,6.97,,,,,,
Komosinski Jedrzej,,6,7.19,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.84,False,7.19,,,,,,
McColl Sean,,7,8.29,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,WILDCARD,False,8.29,,,,,,
Brosler John,,8,FALL,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,True,6.54,False,FALL,,,,,,
Moro Guillaume,,9,7.24,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,7.24,,,,,,,,
Hammer Max,,10,7.41,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,7.41,,,,,,,,
Gosselin Tristen,,11,8.02,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,8.02,,,,,,,,
Bilodeau Francis,,12,8.02,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,8.02,,,,,,,,
Hroza Libor,,13,FALSE START,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,FALSE START,,,,,,,,
Nambot Quentin,,14,FALL,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,FALL,,,,,,,,
Stewart-Patterson Robert,,15,FALL,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,FALL,,,,,,,,
Gontero Leonardo,,16,FALL,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2,False,FALL,,,,,,,,
