event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Qualification,2017-04-07,/api/v1/category_rounds/4258/results,/api/v1/events/985/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Semi-Final,2017-04-07,/api/v1/category_rounds/4259/results,/api/v1/events/985/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Final,2017-04-07,/api/v1/category_rounds/4260/results,/api/v1/events/985/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Qualification,2017-04-07,/api/v1/category_rounds/4255/results,/api/v1/events/985/result/7
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Semi-Final,2017-04-07,/api/v1/category_rounds/4256/results,/api/v1/events/985/result/7
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Final,2017-04-07,/api/v1/category_rounds/4257/results,/api/v1/events/985/result/7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Qualification,2017-04-22,/api/v1/category_rounds/4266/results,/api/v1/events/986/result/3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Semi-Final,2017-04-22,/api/v1/category_rounds/4267/results,/api/v1/events/986/result/3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Final,2017-04-22,/api/v1/category_rounds/4268/results,/api/v1/events/986/result/3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Qualification,2017-04-22,/api/v1/category_rounds/4261/results,/api/v1/events/986/result/7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Final,2017-04-22,/api/v1/category_rounds/4263/results,/api/v1/events/986/result/7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Men,Qualification,2017-04-22,/api/v1/category_rounds/4269/results,/api/v1/events/986/result/2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Men,Final,2017-04-22,/api/v1/category_rounds/4270/results,/api/v1/events/986/result/2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Women,Qualification,2017-04-22,/api/v1/category_rounds/4264/results,/api/v1/events/986/result/6
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Women,Final,2017-04-22,/api/v1/category_rounds/4265/results,/api/v1/events/986/result/6
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Qualification,2017-04-29,/api/v1/category_rounds/4276/results,/api/v1/events/987/result/3
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Semi-Final,2017-04-29,/api/v1/category_rounds/4277/results,/api/v1/events/987/result/3
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Final,2017-04-29,/api/v1/category_rounds/4278/results,/api/v1/events/987/result/3
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Qualification,2017-04-29,/api/v1/category_rounds/4271/results,/api/v1/events/987/result/7
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Final,2017-04-29,/api/v1/category_rounds/4273/results,/api/v1/events/987/result/7
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Men,Qualification,2017-04-29,/api/v1/category_rounds/4279/results,/api/v1/events/987/result/2
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Men,Final,2017-04-29,/api/v1/category_rounds/4280/results,/api/v1/events/987/result/2
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Qualification,2017-04-29,/api/v1/category_rounds/4274/results,/api/v1/events/987/result/6
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Final,2017-05-06,/api/v1/category_rounds/4286/results,/api/v1/events/988/result/3
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Semi-Final,2017-05-06,/api/v1/category_rounds/4282/results,/api/v1/events/988/result/7
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Final,2017-05-06,/api/v1/category_rounds/4283/results,/api/v1/events/988/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Men,Qualification,2017-06-09,/api/v1/category_rounds/4290/results,/api/v1/events/989/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Men,Semi-Final,2017-06-09,/api/v1/category_rounds/4291/results,/api/v1/events/989/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Men,Final,2017-06-09,/api/v1/category_rounds/4292/results,/api/v1/events/989/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Women,Qualification,2017-06-09,/api/v1/category_rounds/4287/results,/api/v1/events/989/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Women,Semi-Final,2017-06-09,/api/v1/category_rounds/4288/results,/api/v1/events/989/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2017,989,2017,Vail,Boulder,Women,Final,2017-06-09,/api/v1/category_rounds/4289/results,/api/v1/events/989/result/7
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Final,2017-06-24,/api/v1/category_rounds/4298/results,/api/v1/events/990/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Qualification,2017-06-24,/api/v1/category_rounds/4293/results,/api/v1/events/990/result/7
