event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Semi-final,2023-04-21,/api/v1/category_rounds/8120/results,/api/v1/events/1291/result/3
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Final,2023-04-21,/api/v1/category_rounds/8122/results,/api/v1/events/1291/result/3
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Women,Qualification,2023-04-21,/api/v1/category_rounds/7670/results,/api/v1/events/1291/result/7
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Women,Semi-final,2023-04-21,/api/v1/category_rounds/8121/results,/api/v1/events/1291/result/7
IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Women,Final,2023-04-21,/api/v1/category_rounds/8123/results,/api/v1/events/1291/result/7
IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3
IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Semi-final,2023-04-28,/api/v1/category_rounds/8154/results,/api/v1/events/1292/result/3
IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Qualification,2023-04-28,/api/v1/category_rounds/7672/results,/api/v1/events/1292/result/7
IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7
IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2
IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Final,2023-04-28,/api/v1/category_rounds/8084/results,/api/v1/events/1292/result/2
IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Qualification,2023-04-28,/api/v1/category_rounds/7674/results,/api/v1/events/1292/result/6
