event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Qualification,2008-04-18,/api/v1/category_rounds/840/results,/api/v1/events/512/result/3
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Semi-Final,2008-04-18,/api/v1/category_rounds/841/results,/api/v1/events/512/result/3
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Men,Final,2008-04-18,/api/v1/category_rounds/842/results,/api/v1/events/512/result/3
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Semi-Final,2008-04-18,/api/v1/category_rounds/838/results,/api/v1/events/512/result/7
IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Final,2008-04-18,/api/v1/category_rounds/839/results,/api/v1/events/512/result/7
IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Men,Qualification,2008-04-27,/api/v1/category_rounds/845/results,/api/v1/events/513/result/2
IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Men,Final,2008-04-27,/api/v1/category_rounds/846/results,/api/v1/events/513/result/2
IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Qualification,2008-04-27,/api/v1/category_rounds/843/results,/api/v1/events/513/result/6
IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Men,Qualification,2008-05-02,/api/v1/category_rounds/850/results,/api/v1/events/514/result/3
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Men,Semi-Final,2008-05-02,/api/v1/category_rounds/851/results,/api/v1/events/514/result/3
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Men,Final,2008-05-02,/api/v1/category_rounds/852/results,/api/v1/events/514/result/3
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Qualification,2008-05-02,/api/v1/category_rounds/847/results,/api/v1/events/514/result/7
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Semi-Final,2008-05-02,/api/v1/category_rounds/848/results,/api/v1/events/514/result/7
IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,514,2008,Reunion,Boulder,Women,Final,2008-05-02,/api/v1/category_rounds/849/results,/api/v1/events/514/result/7
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Qualification,2008-05-30,/api/v1/category_rounds/856/results,/api/v1/events/515/result/3
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Final,2008-05-30,/api/v1/category_rounds/858/results,/api/v1/events/515/result/3
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Women,Qualification,2008-05-30,/api/v1/category_rounds/853/results,/api/v1/events/515/result/7
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Women,Semi-Final,2008-05-30,/api/v1/category_rounds/854/results,/api/v1/events/515/result/7
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Women,Final,2008-05-30,/api/v1/category_rounds/855/results,/api/v1/events/515/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Men,Qualification,2008-06-06,/api/v1/category_rounds/862/results,/api/v1/events/516/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Men,Semi-Final,2008-06-06,/api/v1/category_rounds/863/results,/api/v1/events/516/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Men,Final,2008-06-06,/api/v1/category_rounds/864/results,/api/v1/events/516/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Women,Qualification,2008-06-06,/api/v1/category_rounds/859/results,/api/v1/events/516/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Women,Semi-Final,2008-06-06,/api/v1/category_rounds/860/results,/api/v1/events/516/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2008,516,2008,Vail,Boulder,Women,Final,2008-06-06,/api/v1/category_rounds/861/results,/api/v1/events/516/result/7
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Qualification,2008-06-13,/api/v1/category_rounds/868/results,/api/v1/events/517/result/3
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Final,2008-06-13,/api/v1/category_rounds/870/results,/api/v1/events/517/result/3
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Qualification,2008-06-13,/api/v1/category_rounds/865/results,/api/v1/events/517/result/7
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7
IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Final,2008-06-13,/api/v1/category_rounds/867/results,/api/v1/events/517/result/7
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Men,Qualification,2008-06-27,/api/v1/category_rounds/876/results,/api/v1/events/518/result/1
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Men,Semi-Final,2008-06-27,/api/v1/category_rounds/877/results,/api/v1/events/518/result/1
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Men,Final,2008-06-27,/api/v1/category_rounds/878/results,/api/v1/events/518/result/1
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Qualification,2008-06-27,/api/v1/category_rounds/871/results,/api/v1/events/518/result/5
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Final,2008-06-27,/api/v1/category_rounds/873/results,/api/v1/events/518/result/5
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Qualification,2008-06-27,/api/v1/category_rounds/879/results,/api/v1/events/518/result/2
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Qualification,2008-06-27,/api/v1/category_rounds/874/results,/api/v1/events/518/result/6
IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6
