event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Men,Qualification,2010-04-30,/api/v1/category_rounds/1357/results,/api/v1/events/608/result/2
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Men,Final,2010-04-30,/api/v1/category_rounds/1358/results,/api/v1/events/608/result/2
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Qualification,2010-04-30,/api/v1/category_rounds/1355/results,/api/v1/events/608/result/6
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Men,Qualification,2010-05-14,/api/v1/category_rounds/1362/results,/api/v1/events/609/result/3
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Men,Semi-Final,2010-05-14,/api/v1/category_rounds/1363/results,/api/v1/events/609/result/3
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Men,Final,2010-05-14,/api/v1/category_rounds/1364/results,/api/v1/events/609/result/3
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Qualification,2010-05-14,/api/v1/category_rounds/1359/results,/api/v1/events/609/result/7
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Final,2010-05-14,/api/v1/category_rounds/1361/results,/api/v1/events/609/result/7
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Men,Qualification,2010-05-28,/api/v1/category_rounds/1368/results,/api/v1/events/610/result/3
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Men,Semi-Final,2010-05-28,/api/v1/category_rounds/1369/results,/api/v1/events/610/result/3
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Men,Final,2010-05-28,/api/v1/category_rounds/1370/results,/api/v1/events/610/result/3
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Women,Qualification,2010-05-28,/api/v1/category_rounds/1365/results,/api/v1/events/610/result/7
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Women,Semi-Final,2010-05-28,/api/v1/category_rounds/1366/results,/api/v1/events/610/result/7
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,610,2010,Wien,Boulder,Women,Final,2010-05-28,/api/v1/category_rounds/1367/results,/api/v1/events/610/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Men,Qualification,2010-06-04,/api/v1/category_rounds/1374/results,/api/v1/events/611/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Men,Semi-Final,2010-06-04,/api/v1/category_rounds/1375/results,/api/v1/events/611/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Men,Final,2010-06-04,/api/v1/category_rounds/1376/results,/api/v1/events/611/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Women,Qualification,2010-06-04,/api/v1/category_rounds/1371/results,/api/v1/events/611/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Women,Semi-Final,2010-06-04,/api/v1/category_rounds/1372/results,/api/v1/events/611/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2010,611,2010,Vail,Boulder,Women,Final,2010-06-04,/api/v1/category_rounds/1373/results,/api/v1/events/611/result/7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Qualification,2010-06-17,/api/v1/category_rounds/1382/results,/api/v1/events/612/result/3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Semi-Final,2010-06-17,/api/v1/category_rounds/1383/results,/api/v1/events/612/result/3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Men,Final,2010-06-17,/api/v1/category_rounds/1384/results,/api/v1/events/612/result/3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Qualification,2010-06-17,/api/v1/category_rounds/1377/results,/api/v1/events/612/result/7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Final,2010-06-17,/api/v1/category_rounds/1379/results,/api/v1/events/612/result/7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Qualification,2010-06-17,/api/v1/category_rounds/1385/results,/api/v1/events/612/result/2
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Speed,Men,Final,2010-06-17,/api/v1/category_rounds/1386/results,/api/v1/events/612/result/2
