event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Qualification,2016-04-15,/api/v1/category_rounds/3805/results,/api/v1/events/937/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Semi-Final,2016-04-15,/api/v1/category_rounds/3806/results,/api/v1/events/937/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Final,2016-04-15,/api/v1/category_rounds/3807/results,/api/v1/events/937/result/3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Qualification,2016-04-15,/api/v1/category_rounds/3802/results,/api/v1/events/937/result/7
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Final,2016-04-15,/api/v1/category_rounds/3804/results,/api/v1/events/937/result/7
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Qualification,2016-04-23,/api/v1/category_rounds/3811/results,/api/v1/events/938/result/3
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Final,2016-04-23,/api/v1/category_rounds/3813/results,/api/v1/events/938/result/3
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Qualification,2016-04-23,/api/v1/category_rounds/3808/results,/api/v1/events/938/result/7
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Semi-Final,2016-04-23,/api/v1/category_rounds/3809/results,/api/v1/events/938/result/7
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Final,2016-04-23,/api/v1/category_rounds/3810/results,/api/v1/events/938/result/7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Qualification,2016-04-30,/api/v1/category_rounds/3819/results,/api/v1/events/939/result/3
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Semi-Final,2016-04-30,/api/v1/category_rounds/3820/results,/api/v1/events/939/result/3
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Final,2016-04-30,/api/v1/category_rounds/3821/results,/api/v1/events/939/result/3
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Women,Qualification,2016-04-30,/api/v1/category_rounds/3814/results,/api/v1/events/939/result/7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Women,Semi-Final,2016-04-30,/api/v1/category_rounds/3815/results,/api/v1/events/939/result/7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Women,Final,2016-04-30,/api/v1/category_rounds/3816/results,/api/v1/events/939/result/7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Speed,Men,Qualification,2016-04-30,/api/v1/category_rounds/3822/results,/api/v1/events/939/result/2
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Speed,Men,Final,2016-04-30,/api/v1/category_rounds/3823/results,/api/v1/events/939/result/2
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Speed,Women,Qualification,2016-04-30,/api/v1/category_rounds/3817/results,/api/v1/events/939/result/6
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Speed,Women,Final,2016-04-30,/api/v1/category_rounds/3818/results,/api/v1/events/939/result/6
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,Qualification,2016-05-07,/api/v1/category_rounds/3826/results,/api/v1/events/940/result/2
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,Final,2016-05-07,/api/v1/category_rounds/3827/results,/api/v1/events/940/result/2
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Women,Qualification,2016-05-07,/api/v1/category_rounds/3824/results,/api/v1/events/940/result/6
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Women,Final,2016-05-07,/api/v1/category_rounds/3825/results,/api/v1/events/940/result/6
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Men,Qualification,2016-05-14,/api/v1/category_rounds/3831/results,/api/v1/events/941/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Men,Semi-Final,2016-05-14,/api/v1/category_rounds/3832/results,/api/v1/events/941/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Men,Final,2016-05-14,/api/v1/category_rounds/3833/results,/api/v1/events/941/result/3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Final,2016-05-14,/api/v1/category_rounds/3830/results,/api/v1/events/941/result/7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Qualification,2016-05-20,/api/v1/category_rounds/3837/results,/api/v1/events/942/result/3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Final,2016-05-20,/api/v1/category_rounds/3839/results,/api/v1/events/942/result/3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Qualification,2016-05-20,/api/v1/category_rounds/3834/results,/api/v1/events/942/result/7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Final,2016-05-20,/api/v1/category_rounds/3836/results,/api/v1/events/942/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2016,943,2016,Vail,Boulder,Men,Qualification,2016-06-10,/api/v1/category_rounds/3843/results,/api/v1/events/943/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2016,943,2016,Vail,Boulder,Men,Semi-Final,2016-06-10,/api/v1/category_rounds/3844/results,/api/v1/events/943/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2016,943,2016,Vail,Boulder,Men,Final,2016-06-10,/api/v1/category_rounds/3845/results,/api/v1/events/943/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2016,943,2016,Vail,Boulder,Women,Qualification,2016-06-10,/api/v1/category_rounds/3840/results,/api/v1/events/943/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2016,943,2016,Vail,Boulder,Women,Semi-Final,2016-06-10,/api/v1/category_rounds/3841/results,/api/v1/events/943/result/7
