event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Qualification,2015-05-17,/api/v1/category_rounds/3412/results,/api/v1/events/897/result/2
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Men,Final,2015-05-17,/api/v1/category_rounds/3413/results,/api/v1/events/897/result/2
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Qualification,2015-05-17,/api/v1/category_rounds/3410/results,/api/v1/events/897/result/6
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,897,2015,Saanich,Speed,Women,Final,2015-05-17,/api/v1/category_rounds/3411/results,/api/v1/events/897/result/6
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Men,Qualification,2015-05-30,/api/v1/category_rounds/3417/results,/api/v1/events/898/result/3
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Men,Semi-Final,2015-05-30,/api/v1/category_rounds/3418/results,/api/v1/events/898/result/3
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Men,Final,2015-05-30,/api/v1/category_rounds/3419/results,/api/v1/events/898/result/3
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Women,Qualification,2015-05-30,/api/v1/category_rounds/3414/results,/api/v1/events/898/result/7
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Women,Semi-Final,2015-05-30,/api/v1/category_rounds/3415/results,/api/v1/events/898/result/7
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,898,2015,Toronto,Boulder,Women,Final,2015-05-30,/api/v1/category_rounds/3416/results,/api/v1/events/898/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Men,Qualification,2015-06-05,/api/v1/category_rounds/3423/results,/api/v1/events/899/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Men,Semi-Final,2015-06-05,/api/v1/category_rounds/3424/results,/api/v1/events/899/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Men,Final,2015-06-05,/api/v1/category_rounds/3425/results,/api/v1/events/899/result/3
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Women,Qualification,2015-06-05,/api/v1/category_rounds/3420/results,/api/v1/events/899/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Women,Semi-Final,2015-06-05,/api/v1/category_rounds/3421/results,/api/v1/events/899/result/7
IFSC Climbing Worldcup (B) - Vail (USA) 2015,899,2015,Vail,Boulder,Women,Final,2015-06-05,/api/v1/category_rounds/3422/results,/api/v1/events/899/result/7
