name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file
Chabot Alexandre,FRA,1,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Usobiaga Lakunza Patxi,ESP,2,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Millet Sylvain,FRA,3,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Verhoeven Jorg,NED,3,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Ovchinnikov Evgeny,RUS,5,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Julian  Puigblanque Ramón ,ESP,6,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Lachat Cédric,SUI,7,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Fuselier Michaël,FRA,8,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Crespi Flavio,ITA,9,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Fischhuber Kilian,AUT,9,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Kim Jabee,KOR,11,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Zardini Luca,ITA,12,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Dugit Fabien,FRA,13,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Caude David,FRA,14,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Desgranges Romain,FRA,15,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Droetto Fabrizio,ITA,15,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Bindhammer Andreas,GER,17,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Sharafutdinov Dmitrii,RUS,18,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Lo Piccolo Cédric,FRA,19,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Midtboe Magnus,NOR,20,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Preußler Timo,GER,20,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Kaurov Ivan,RUS,22,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Min Hyunbin,KOR,22,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Bindhammer Christian,GER,24,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Laurent David,FRA,24,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Oleksy Tomasz,POL,24,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Badia Nicolas,FRA,27,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Kim Jaha,KOR,27,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Munoz Dmitri,FRA,27,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
Pagnoux Romain,FRA,27,,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,397,2005,Chamonix,Lead,Men,2005-07-12,/api/v1/events/397/result/1,2005-07-12_Chamonix_Lead_Men_no-round.csv
