name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Durif Charlotte,FRA,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Ernst Johanna,AUT,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Fakhritdinova Dinara,RUS,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Janicot Hélène,FRA,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Markovic Mina,SLO,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Posch Katharina,AUT,1,Top 1. | Top 1. [4.90],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,Top,2012-10-12_Xining_Lead_Women_Qualification.csv
Malamid Evgeniia,RUS,8,Top 1. | 36+ 8. [6.93],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,36+,2012-10-12_Xining_Lead_Women_Qualification.csv
Röck Magdalena,AUT,9,Top 1. | 36 9. [7.35],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,36,2012-10-12_Xining_Lead_Women_Qualification.csv
Bacher Barbara,AUT,10,Top 1. | 28+ 13. [9.17],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,28+,2012-10-12_Xining_Lead_Women_Qualification.csv
Han Seuran,KOR,10,Top 1. | 28+ 13. [9.17],"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Lead,Women,Qualification,2012-10-12,/api/v1/category_rounds/2143/results,/api/v1/events/743/result/5,Top,28+,2012-10-12_Xining_Lead_Women_Qualification.csv
