name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Stöhr Anna,AUT,1,4t9 4b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,3,1,3,1,2,1,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,2,3t3 4b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,1,1,1,1,X,1,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,3,3t3 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,1,1,1,1,X,2,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Oda Momoka,JPN,4,3t4 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,2,2,1,1,X,1,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,5,2t2 3b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,1,1,X,X,1,1,X,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,6,2t3 3b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,2,1,X,X,1,1,X,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Chevrier Anne-Laure,FRA,7,2t4 3b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,1,1,X,X,3,2,X,2,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Sandoz Mélanie,FRA,8,2t5 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,3,1,X,X,X,X,2,2,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Shemulinkina  Tatiana,RUS,9,2t6 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,5,1,X,X,X,X,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Vidmar Maja,SLO,10,2t7 3b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,5,3,X,2,X,X,2,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Wurm Juliane,GER,11,1t1 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,X,1,X,1,X,2,1,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Chereshneva Yana,RUS,12,1t2 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,X,2,2,1,X,1,X,X,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Thévenet Marine,FRA,12,1t2 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,X,1,X,X,X,1,2,2,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,14,1t2 3b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,X,2,X,X,X,2,2,1,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
Kipriianova Ekaterina,RUS,15,1t2 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,728,2012,Log-Dragomer,Boulder,Women,Semi-Final,2012-04-21,/api/v1/category_rounds/2052/results,/api/v1/events/728/result/7,2,1,X,X,X,X,X,2,2012-04-21_Log-Dragomer_Boulder_Women_Semi-Final.csv
