name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Zhong QiXin,,1,7.33,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,6.69,True,6.78,True,6.49,True,7.33,,
Hroza Libor,,2,8.98,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,7.28,True,8.87,True,6.8,False,8.98,,
Timofeev Dmitrii,,3,7.68,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,7.17,True,6.61,False,FALL,,,True,7.68
Sinitcyn Sergei,,4,FALL,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,6.89,True,6.86,False,FALL,,,False,FALL
Gontaryk Yaroslav,,5,6.77,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,7.06,False,6.77,,,,,,
Vaitsekhovskii Evgenii,,6,7.37,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,6.71,False,7.37,,,,,,
Boldyrev Danyil,,7,FALL,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,6.59,False,FALL,,,,,,
Shevchenko Arsenii,,8,FALL,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,True,7.27,False,FALL,,,,,,
Swirk Lukasz,,9,7.18,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,7.18,,,,,,,,
Gontero Leonardo,,10,7.21,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,7.21,,,,,,,,
"Choo Weng Khit, Adriel",,11,7.31,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,7.31,,,,,,,,
Kokorin Stanislav,,12,7.89,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,7.89,,,,,,,,
Dzienski Marcin,,13,7.96,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,7.96,,,,,,,,
Yurko Oleksiy,,14,8.20,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,8.2,,,,,,,,
Abdrakhmanov Sergey,,15,FALL,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,FALL,,,,,,,,
Escobar Manuel,,16,FALL,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,Final,2012-09-12,/api/v1/category_rounds/2126/results,/api/v1/events/738/result/2,False,FALL,,,,,,,,
