name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Ropek Edyta,,1,20.91,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,True,20.37,True,20.71,True,20.91,,
Buczek Klaudia,,2,21.33,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,True,20.31,True,23.27,False,21.33,,
Gaidamakina Alina,,3,18.30,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,True,19.99,False,FALL,,,True,18.3
Levochkina  Yuliya,,4,22.78,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,True,19.88,False,21.22,,,False,22.78
Morandi Sara,,5,20.63,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,False,20.63,,,,,,
Krasavina Mariia,,6,20.99,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,False,20.99,,,,,,
Savisko Anastasiya,,7,21.40,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,False,21.4,,,,,,
Prokopiuk-Kawecka Monika,,8,23.04,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,734,2012,Daone,Speed,Women,Final,2012-07-28,/api/v1/category_rounds/2092/results,/api/v1/events/734/result/6,False,23.04,,,,,,
