name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Noguchi Akiyo,JPN,1,2t2 4b5,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,1,1,X,1,1,1,X,2,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,2,2t2 2b2,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,1,1,1,1,X,X,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,3,1t1 3b3,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,1,1,1,X,1,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,4,1t1 3b4,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,2,1,1,X,1,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Kim Jain,KOR,5,1t1 3b5,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,1,1,X,3,X,1,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Avezou Cecile,FRA,6,1t1 2b2,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,X,1,1,X,1,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Retschy Monika,GER,7,1t1 1b1,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,X,1,1,X,X,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Puccio Alex,USA,8,1t2 4b7,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,3,2,2,X,1,X,1,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Sandoz Mélanie,FRA,9,1t2 3b5,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,1,2,2,X,2,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
Oda Momoka,JPN,10,1t2 2b3,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Boulder,Women,Semi-Final,2012-04-13,/api/v1/category_rounds/2042/results,/api/v1/events/727/result/7,X,X,2,2,X,1,X,X,2012-04-13_Chongqing_Boulder_Women_Semi-Final.csv
