name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Amma Sachi,JPN,1,Top 1. | Top 1. [4.24],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Desgranges Romain,FRA,1,Top 1. | Top 1. [4.24],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Julian  Puigblanque Ramón ,ESP,1,Top 1. | Top 1. [4.24],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
McColl Sean,CAN,1,Top 1. | Top 1. [4.24],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Min Hyunbin,KOR,1,Top 1. | Top 1. [4.24],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Ghisolfi Stefano,ITA,6,38+ 8. | Top 1. [6.36],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,38+,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Romain Manuel,FRA,6,38+ 8. | Top 1. [6.36],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,38+,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Schubert Jakob,AUT,6,38+ 8. | Top 1. [6.36],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,38+,Top,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Matsushima Akito,JPN,9,Top 1. | 38 10. [6.63],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,38,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Lechner Mario,AUT,10,Top 1. | 33 20. [9.06],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,Top,33,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Tauporn Thomas,GER,11,36+ 12. | 38 10. [11.96],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,36+,38,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Primozic Urban,SLO,12,37 11. | 33+ 15. [13.67],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,37,33+,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Chernikov Mikhail,RUS,13,29 21. | 39+ 9. [14.07],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,29,39+,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Midtboe Magnus,NOR,13,33+ 18. | 38 10. [14.07],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,33+,38,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Park Jihwan,KOR,15,35+ 15. | 35+ 13. [14.23],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,35+,35+,2012-10-20_Mokpo_Lead_Men_Qualification.csv
Ballet Thomas,FRA,16,36+ 12. | 33+ 15. [14.87],"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Lead,Men,Qualification,2012-10-20,/api/v1/category_rounds/2158/results,/api/v1/events/744/result/1,36+,33+,2012-10-20_Mokpo_Lead_Men_Qualification.csv
