name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Hojer Jan,GER,1,3t6 3b4,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,3,1,X,X,2,2,1,1
Fischhuber Kilian,AUT,2,3t6 3b5,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,1,1,3,3,X,X,2,1
McColl Sean,CAN,3,3t8 4b8,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,2,2,5,4,1,1
Sharafutdinov Dmitrii,RUS,4,3t9 4b10,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,5,5,3,3,1,1
Gelmanov Rustam,RUS,5,3t10 3b8,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,3,1,X,X,5,5,2,2
Sugimoto Rei,JPN,6,2t3 3b4,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,2,2,1,1
Glairon Mondet Guillaume,FRA,7,2t3 3b5,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,2,X,X,2,2,1,1
Kozlov Victor,RUS,8,2t7 3b5,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,3,3,4,1
Ter-Minasyan Arman,RUS,9,2t9 3b9,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,5,5,4,3
Huerta Mauricio,MEX,10,2t9 3b10,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,8,8,1,1
Tauporn Thomas,GER,11,2t18 3b19,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,12,12,6,6
Lachat Cédric,SUI,12,1t1 3b7,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,5,X,X,1,1
Becan Klemen,SLO,13,1t2 3b8,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,X,5,2,2
Novitskiy Yury,RUS,14,1t2 3b10,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,2,X,X,X,6,2,2
Hori Tsukuru,JPN,15,1t3 3b7,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,3,3,X,3
Ghisolfi Stefano,ITA,16,1t3 2b4,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,3,3,X,X
Rugens Rolands,LVA,17,1t6 2b7,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,6,6,X,X
Feehally Edward,GBR,18,0t 3b17,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,X,13,X,3
Jubes Angarita Marco Antonio,ESP,19,0t 2b7,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,2,X,X,X,X,X,5
Park Jihwan,KOR,20,0t 1b1,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,1,X,X,X,X,X,X
Bonder Jeremy,FRA,21,0t 1b4,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Men,Semi-Final,2012-09-12,/api/v1/category_rounds/2123/results,/api/v1/events/738/result/3,X,X,X,X,X,4,X,X
