name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Schubert Jakob,AUT,1,4t4 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,1,1,1,1,1,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Sugimoto Rei,JPN,2,4t5 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,1,1,1,1,2,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Hojer Jan,GER,3,4t5 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,2,2,1,1,1,1,1,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,4,4t6 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,2,2,1,1,2,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,5,4t7 4b7,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,4,4,1,1,1,1,1,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,6,4t10 4b10,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,5,5,2,2,2,2,1,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Verhoeven Jorg,NED,7,3t3 3b3,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,1,1,1,1,X,X,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Becan Klemen,SLO,8,3t4 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,X,2,2,2,1,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Gullsten Anthony,FIN,9,3t5 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,2,2,X,1,1,1,2,2,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Woods Daniel,USA,10,3t6 4b16,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,X,11,1,1,3,2,2,2,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Huerta Mauricio,MEX,11,3t6 3b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,2,2,2,2,2,2,X,X,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,12,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,1,1,X,1,1,1,X,2,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Kassay James,AUS,13,2t5 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,3,1,X,1,2,2,X,2,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Landman Tyler,GBR,14,2t8 3b9,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,4,4,X,X,X,2,4,3,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Webb-Parsons Christopher,AUS,15,2t12 3b13,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,4,3,X,2,8,8,X,X,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Gaidioz Loïc,FRA,16,1t2 4b10,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,X,6,X,2,2,1,X,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Traversi Carlo,USA,17,1t3 4b12,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,X,5,X,5,3,1,X,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Hong Matty,USA,18,1t4 4b11,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,X,3,X,3,4,4,X,1,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Fritz Alex,USA,19,1t4 2b6,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,4,4,X,X,X,2,X,X,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
Larson Josh,USA,20,0t 3b7,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,731,2012,Vail,Boulder,Men,Semi-Final,2012-06-01,/api/v1/category_rounds/2073/results,/api/v1/events/731/result/3,X,1,X,4,X,2,X,X,2012-06-01_Vail_Boulder_Men_Semi-Final.csv
