name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file
Chabot Alexandre,FRA,1,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Petit François,FRA,2,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Crespi Flavio,ITA,3,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Pouvreau Gérome,FRA,4,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Brenna Cristian,ITA,5,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Lachat Cédric,SUI,6,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Mrázek Tomás,CZE,7,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Auclair François,FRA,8,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Felix Roman,SUI,9,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Kazbekov Serik,UKR,10,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Caude David,FRA,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Gusak Igor,UKR,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Julian  Puigblanque Ramón ,ESP,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Ovchinnikov Evgeny,RUS,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Petrenko Maksym,UKR,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Ten Sijthoff Casper,NED,11,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Manzanedo César Ciudad,ESP,17,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Vinokur Vadim,USA,17,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Kryvosheytsev Yevgen,UKR,19,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Millet Sylvain,FRA,19,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Dugit Stephane,FRA,21,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Hoppe Markus,GER,22,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Bosma Peter,SWE,23,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Loste Julien,FRA,23,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Zardini Luca,ITA,25,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Gnerro Alberto,ITA,26,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Bindhammer Christian,GER,27,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Pagnoux Romain,FRA,28,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Droguet Xavier,FRA,29,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
Sova Matej,SLO,29,,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,283,2002,Lecco,Lead,Men,2002-06-28,/api/v1/events/283/result/1,2002-06-28_Lecco_Lead_Men_no-round.csv
