name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results
Chabot Alexandre,FRA,1,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Mrázek Tomás,CZE,2,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Lachat Cédric,SUI,3,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Fischhuber Kilian,AUT,4,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Pouvreau Gérome,FRA,5,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Usobiaga Lakunza Patxi,ESP,6,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Crespi Flavio,ITA,7,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Julian  Puigblanque Ramón ,ESP,8,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Fichtinger Reinhard,AUT,9,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Millet Sylvain,FRA,10,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Fuselier Michaël,FRA,11,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Petrenko Maksym,UKR,12,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Zardini Luca,ITA,13,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Verhoeven Jorg,NED,14,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Desgranges Romain,FRA,15,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Reis Jürgen,AUT,16,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Legrand Yannick,FRA,17,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Bindhammer Andreas,GER,18,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Bindhammer Christian,GER,19,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Valjavec Tomaz,SLO,20,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Vinokur Vadim,USA,21,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Lagni Bernardino,ITA,22,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Becan Klemen,SLO,23,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Caude David,FRA,24,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Winkler Daniel,SUI,25,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Ten Sijthoff Casper,NED,26,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Neyer Thomas,AUT,27,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Babicz Filip,POL,28,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Auclair François,FRA,29,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Petit François,FRA,30,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Pfanner Andreas,AUT,30,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Dugit Fabien,FRA,32,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Gnerro Alberto,ITA,32,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Moroni Gabriele,ITA,32,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Sova Matej,SLO,32,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Borowka Andre,GER,36,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Brenna Cristian,ITA,36,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Dugit Stephane,FRA,36,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Giupponi Luca,ITA,36,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Zazvonil Luka,SLO,36,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Lo Piccolo Cédric,FRA,41,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Repcik Juraj,SVK,41,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Wilhelm Heiko,AUT,43,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Gartmann Tobias,GER,44,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Kuess Mario,AUT,45,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Sordo Christian,ITA,45,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Dudek Lukasz,POL,47,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Hammerer Martin,AUT,48,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Jaggi Martin,SUI,48,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Svub Ondrej,SVK,50,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Baxter Adrian,GBR,51,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Mol Dirk,NED,51,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Roth Cody,USA,51,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Gambaro Matteo,ITA,54,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
De Girolamo Vincent,FRA,55,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Favresse Nicolas,BEL,55,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Sapey Anthony,SUI,55,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Wagner Roland,AUT,55,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Ben Tan,SGP,59,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Hlavacek Jakub,CZE,59,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Leitman Marek,SVK,59,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Sommer Remo,SUI,59,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Magin Philipp,GER,63,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Amann Mark,AUT,64,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Huber Christoph,AUT,65,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Resch Zdenek,CZE,65,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Watson Stewart,GBR,67,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Unterrainer Günther,AUT,68,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Yam Choo Hian,SGP,68,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
Fernandez Gary Leon,SGP,70,,UIAA Worldcup - Imst (AUT) 2004,350,2004,Imst,Lead,Men,2004-05-28,/api/v1/events/350/result/1
