name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Bacher Barbara,AUT,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Belomestnova Maria,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Chereshneva Yana,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Fakhritdinova Dinara,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Gilemkhanova Dana,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Janicot Hélène,FRA,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Kobayashi Yuka,JPN,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Lavarda Jenny,ITA,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Malamid Evgeniia,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Markovic Mina,SLO,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Oda Momoka,JPN,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Posch Katharina,AUT,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Röck Magdalena,AUT,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Samoilina Anastasiia,RUS,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Sustersic Tina,SLO,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
van Bergen Nikki,NED,1,Top 1. | Top 1. [9.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,Top,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Brumagne Mathilde,BEL,18,44 18. | Top 1. [14.07],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,44,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
Novitskaia Ekaterina,RUS,19,41+ 19. | Top 1. [14.46],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Women,Qualification,2013-09-27,/api/v1/category_rounds/2596/results,/api/v1/events/802/result/5,41+,Top,2013-09-27_Perm_Lead_Women_Qualification.csv
