name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Puccio Alex,USA,1,3t5 3b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,X,1,1,3,2,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,2,3t7 3b7,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,2,2,X,X,2,2,3,3,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,3,2t7 2b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,3,1,X,X,X,X,4,4,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Wurm Juliane,GER,4,2t13 4b15,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,9,6,X,1,X,4,4,4,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,5,1t1 3b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,1,X,2,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,6,1t1 3b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,2,X,3,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Crane Leah,GBR,7,1t1 2b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,1,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Shemulinkina  Tatiana,RUS,8,1t1 2b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,X,X,1,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Oda Momoka,JPN,9,1t1 1b1,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,1,1,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Chevrier Anne-Laure,FRA,10,1t2 2b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,2,2,X,X,X,3,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Pucheux Margaux,FRA,11,1t2 1b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,2,2,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Leslie-Wujastyk Mina,GBR,12,1t4 2b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,4,4,X,1,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Bacher Sabine,AUT,13,1t5 1b1,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,5,1,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Avezou Cecile,FRA,14,1t6 1b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,6,4,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,15,1t7 3b12,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,3,X,2,X,X,7,7,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Iakovleva Olga,RUS,16,0t 2b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,1,X,2,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Retschy Monika,GER,17,0t 2b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,1,X,2,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,18,0t 2b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,1,X,4,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Kipriianova Ekaterina,RUS,19,0t 1b1,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,1,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
Kim Jain,KOR,20,0t 0b,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Semi-Final,2013-04-05,/api/v1/category_rounds/2529/results,/api/v1/events/790/result/7,X,X,X,X,X,X,X,X,2013-04-05_Millau_Boulder_Women_Semi-Final.csv
