name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Sharafutdinov Dmitrii,RUS,1,3t4 3b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,1,1,1,1,X,X,2,1
Verhoeven Jorg,NED,2,3t6 3b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,3,2,1,1,X,X,2,1
Gelmanov Rustam,RUS,3,2t3 4b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,1,1,1,X,1,2,1
Glairon Mondet Guillaume,FRA,4,2t4 4b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,3,2,1,1,X,1,X,1
Fischhuber Kilian,AUT,5,2t5 2b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,1,1,X,X,4,1
Ennemoser Lukas,AUT,6,2t6 4b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,1,1,5,2,X,2,X,1
Sugimoto Rei,JPN,7,2t7 4b9,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,5,3,X,2,2,2,X,2
Lachat Cédric,SUI,8,2t8 4b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,3,3,X,1,5,1,X,1
McColl Sean,CAN,9,1t1 3b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,1,1,X,3,X,X,X,1
Hori Tsukuru,JPN,10,1t1 3b10,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,1,1,X,4,X,5
Baumann Jonas,GER,11,1t1 2b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,X,X,1,1,X,1
Bonder Jeremy,FRA,12,1t1 2b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,X,X,1,1,X,3
Schubert Jakob,AUT,13,1t2 3b10,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,7,2,1,X,X,X,2
Caleyron Thomas,FRA,14,1t2 2b2,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,X,X,2,1,X,1
Nakano Minoru,JPN,15,1t3 2b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,3,1,X,X,X,2
Mecherzynski-Wiktor Andrzej,POL,16,1t4 3b7,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,1,X,X,4,4,X,2
Tauporn Thomas,GER,17,1t5 3b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,X,4,X,1,5,1
Kim Jabee,KOR,18,1t5 2b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,5,2,X,X,X,X,X,1
Sanchez González Ignacio,ESP,19,0t 4b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,1,X,1,X,1,X,1
Becan Klemen,SLO,20,0t 3b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Men,Semi-Final,2013-04-05,/api/v1/category_rounds/2532/results,/api/v1/events/790/result/3,X,X,X,2,X,3,X,1
