name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Gaidamakina Alina,,1,8.78,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,8.78,True,8.48,True,8.33,True,8.78,,
Krasavina Mariia,,2,FALL,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,9.15,True,9.42,True,8.52,False,FALL,,
Polekhina Kseniya,,3,8.61,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,9.46,True,9.12,False,8.97,,,True,8.61
Jaubert Anouck,,4,9.04,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,11.75,True,9.13,False,FALL,,,False,9.04
Kaplina Iuliia,,5,8.65,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,9.4,False,8.65,,,,,,
Tsyganova Anna,,6,9.38,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,10.66,False,9.38,,,,,,
Prokopiuk-Kawecka Monika,,7,9.45,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,9.81,False,9.45,,,,,,
Levochkina  Yuliya,,8,FALL,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,True,9.07,False,FALL,,,,,,
Marenych Alla,,9,10.04,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,10.04,,,,,,,,
Pichler Stefanie,,10,10.72,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,10.72,,,,,,,,
Ropek Edyta,,11,11.50,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,11.5,,,,,,,,
Zaichenko Anastasiya,,12,12.66,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,12.66,,,,,,,,
Zanetti Martina,,13,13.26,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,13.26,,,,,,,,
Saurwein Katharina,,14,15.22,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,15.22,,,,,,,,
Buczek Klaudia,,15,FALL,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,FALL,,,,,,,,
Chudziak Patrycja,,16,FALL,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,800,2013,Arco,Speed,Women,Final,2013-09-07,/api/v1/category_rounds/2587/results,/api/v1/events/800/result/6,False,FALL,,,,,,,,
