name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Noguchi Akiyo,JPN,1,4t6 4b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,1,1,1,1,3,3,X,X
Puccio Alex,USA,1,4t8 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,5,5,1,1,1,1,1,1,X,X
Stöhr Anna,AUT,1,4t8 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,1,1,3,3,3,3,X,X
Coxsey Shauna,GBR,2,4t8 4b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,5,3,1,1,1,1,X,X
Klingler Petra,SUI,3,4t9 4b9,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,1,1,1,1,6,6,X,X
Oda Momoka,JPN,3,3t3 4b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,1,1,1,1,1,X,X
Le Neve Melissa,FRA,4,3t4 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,2,X,1,1,1,1,1,X,X
Wurm Juliane,GER,4,3t4 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,1,1,1,2,2,X,X
Markovic Mina,SLO,5,3t7 3b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,2,1,4,4,X,X
Onoe Aya,JPN,5,3t4 4b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,3,1,1,2,2,X,X
De Marco Annalisa,ITA,6,3t4 4b9,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,5,1,1,2,2,X,X
Gallyamova Anna,RUS,6,2t4 2b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,X,3,3,X,X
Leslie-Wujastyk Mina,GBR,7,2t6 3b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,1,X,1,X,X,4,4,X,X
Posch Katharina,AUT,7,3t4 4b10,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,7,1,1,2,1,X,X
Chapet Manon,FRA,8,3t7 4b9,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,3,2,1,4,4,X,X
Tiripa Ana,GER,8,2t8 4b18,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,6,6,X,5,2,2,X,5,X,X
Lavarda Jenny,ITA,9,3t7 4b12,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,5,5,1,1,X,5,X,X
Retschy Monika,GER,9,1t1 3b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,1,X,3,X,X,X,X
Johansen Therese,NOR,10,1t1 2b2,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,1,X,X,X,X,X,X
Saurwein Katharina,AUT,10,3t9 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,3,1,X,1,4,4,2,2,X,X
Ebner Andrea,ITA,11,1t1 2b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,X,X,5,X,X
Shemulinkina  Tatiana,RUS,11,2t2 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,1,1,1,X,2,X,X
Bibik Olga,RUS,12,1t1 1b1,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,X,X,X,X,X
Iakovleva Olga,RUS,12,2t2 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,4,1,1,X,2,X,X
Petri Friederike,GER,12,1t1 1b1,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,X,X,X,X,X
Crane Leah,GBR,13,2t2 4b11,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,7,1,1,X,2,X,X
Gibert Fanny,FRA,14,2t2 3b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,1,1,X,4,X,X
Hodann Anja,SWE,14,1t2 3b10,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,2,X,3,X,X,X,5,X,X
Avezou Cecile,FRA,15,2t2 2b2,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,1,1,X,X,X,X
Ota Risa,JPN,15,2t2 2b2,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,1,1,X,X,X,X
van Bergen Nikki,NED,15,1t2 2b3,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,2,X,1,X,X,X,X,X,X
Bacher Sabine,AUT,16,1t3 2b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,3,3,X,X,X,1,X,X,X,X
Zijlstra Vera,NED,16,1t3 2b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,3,2,X,2,X,X,X,X,X,X
Sandoz Mélanie,FRA,17,2t3 3b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,1,X,4,1,1,X,X,X,X
Caulier Chloe,BEL,18,1t3 2b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,3,3,X,2,X,X,X,X,X,X
Koller Anne-Sophie,SUI,18,2t4 4b14,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,7,3,3,X,3,X,X
Eppensteiner Madeleine,AUT,19,1t4 2b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,4,4,X,X,X,4,X,X,X,X
Vollenwyder Anna,AUT,19,2t4 2b2,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,3,1,X,X,X,X
Alton Giulia,ITA,20,2t5 2b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,2,X,X,3,3,X,X,X,X
Kümin Andrea,SUI,20,1t4 1b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,4,4,X,X,X,X,X,X,X,X
Kotake Mei,JPN,21,1t5 1b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,5,4,X,X,X,X,X,X,X,X
Kremer Valeri,ISR,21,2t7 4b14,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,4,6,6,X,3,X,X
Merrick Diane,GBR,22,1t6 1b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,X,X,X,X,X,X,6,6,X,X
Ruzickova Petra,CZE,22,1t6 1b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,6,6,X,X,X,X,X,X,X,X
Schwaiger Berit,AUT,22,2t9 2b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,2,1,X,X,7,3,X,X,X,X
Laflamme Cathy,CAN,23,1t1 2b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,3,X,X,X,X
Bacher Barbara,AUT,24,1t7 1b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,7,7,X,X,X,X,X,X,X,X
Hönig Afra,GER,24,1t1 1b1,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,1,1,X,X,X,X,X,X,X,X
Rajfova Silvie,CZE,25,0t 1b1,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,X,1,X,X,X,X,X,X,X,X
Schranz Christine,AUT,25,1t5 2b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,X,1,X,X,5,4,X,X,X,X
Buczek Sylwia,POL,26,0t 1b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,X,7,X,X,X,X,X,X,X,X
Mulyar Mariya,UKR,26,1t5 2b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,793,2013,Innsbruck,Boulder,Women,Qualification,2013-05-17,/api/v1/category_rounds/2546/results,/api/v1/events/793/result/7,X,2,X,X,5,5,X,X,X,X
