name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Schubert Jakob,AUT,1,4t7 4b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,4,4,1,1,1,1,1,1
Verhoeven Jorg,NED,2,4t11 4b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,5,5,3,3,1,1,2,2
Gelmanov Rustam,RUS,3,3t6 4b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,4,4,3,1,1,1,1
McColl Sean,CAN,4,3t7 3b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,2,1,X,X,1,1,4,4
Fischhuber Kilian,AUT,5,3t8 4b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,6,4,X,3,1,1,1,1
Sugimoto Rei,JPN,6,3t13 3b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,7,6,X,X,3,1,3,1
Glairon Mondet Guillaume,FRA,7,2t4 3b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,2,X,X,2,2,2,2
Hojer Jan,GER,8,2t9 3b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,8,2,X,1,X,X,1,1
Huerta Mauricio,MEX,9,2t11 3b12,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,8,8,X,1,3,3,X,X
Baumann Jonas,GER,10,1t1 4b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,2,X,3,X,5,1,1
Kruder Jernej,SLO,11,1t3 3b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,3,X,2,X,X,3,3
Caleyron Thomas,FRA,12,1t3 2b2,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,3,1,X,X,X,X,X,1
Hori Tsukuru,JPN,13,1t3 2b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,X,X,X,3,1,X,6
Bonder Jeremy,FRA,14,0t 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,1,X,X,X,2,X,X
Sugita Masatoshi,JPN,15,0t 2b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,1,X,X,X,X,X,5
Becan Klemen,SLO,16,0t 1b2,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,2,X,X,X,X,X,X
Adamson Miles,CAN,17,0t 1b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,5,X,X,X,X,X,X
Ennemoser Lukas,AUT,18,0t 0b,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,X,X,X,X,X,X,X
Scarperi Stefan,ITA,19,0t 0b,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,X,X,X,X,X,X,X
Johansonn Anton,FIN,20,0t 0b,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Semi-Final,2013-06-01,/api/v1/category_rounds/2556/results,/api/v1/events/794/result/3,X,X,X,X,X,X,X,X
