name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Shevchenko Arsenii,,1,7.65,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,6.87,True,13.82,True,7.15,True,7.65,,,2013-09-27_Perm_Speed_Men_Final.csv
Hroza Libor,,2,FALL,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,7.8,True,6.98,True,7.26,False,FALL,,,2013-09-27_Perm_Speed_Men_Final.csv
Zhong QiXin,,3,6.44,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,6.78,True,7.0,False,FALL,,,True,6.44,2013-09-27_Perm_Speed_Men_Final.csv
Suyushkin Nikita,,4,11.85,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,7.38,True,88.88,False,8.84,,,False,11.85,2013-09-27_Perm_Speed_Men_Final.csv
Gontero Leonardo,,5,8.22,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,7.12,False,8.22,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Timofeev Dmitrii,,6,99.99,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,6.42,False,99.99,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Dzienski Marcin,,7,FALL,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,6.45,False,FALL,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Atlarov Ivan,,8,FALL,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,True,7.39,False,FALL,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Shikov Aleksandr,,9,7.03,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,7.03,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Faizullin Ruslan,,10,7.19,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,7.19,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Luzhetskii Sergei,,11,7.30,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,7.3,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,12,8.14,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,8.14,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Kokorin Stanislav,,13,8.29,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,8.29,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Swirk Lukasz,,14,8.33,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,8.33,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Sinitcyn Sergei,,15,FALL,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,FALL,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
Payl Konstantin,,16,FALL,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Speed,Men,Final,2013-09-27,/api/v1/category_rounds/2605/results,/api/v1/events/802/result/2,False,FALL,,,,,,,,,2013-09-27_Perm_Speed_Men_Final.csv
