name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Stöhr Anna,AUT,1,4t8 4b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,3,3,1,1,3,1
Markovic Mina,SLO,2,3t3 4b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,1,1,X,1,1,1
Noguchi Akiyo,JPN,3,3t4 3b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,2,1,X,X,1,1
Coxsey Shauna,GBR,4,3t4 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,2,2,X,X,1,1
Le Neve Melissa,FRA,5,3t5 4b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,3,2,X,1,1,1
Chevrier Anne-Laure,FRA,6,2t2 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,X,2,X,X,1,1
Puccio Alex,USA,7,2t2 3b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,X,X,X,5,1,1
Saurwein Katharina,AUT,8,2t2 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,1,1,X,X,1,1
Stotz Rebekka,SUI,8,2t2 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,1,1,X,X,1,1
Oda Momoka,JPN,10,2t4 3b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,2,2,2,2,X,X,X,2
Johansen Therese,NOR,11,2t7 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,4,2,X,X,X,X,3,1
Bacher Sabine,AUT,12,1t1 3b15,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,1,1,X,2,X,X,X,12
Sandoz Mélanie,FRA,13,1t1 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,1,1,X,X,X,1
Leslie-Wujastyk Mina,GBR,14,1t5 1b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,5,5,X,X,X,X,X,X
Iakovleva Olga,RUS,15,0t 4b11,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,4,X,4,X,2,X,1
Shemulinkina  Tatiana,RUS,16,0t 3b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,X,2,X,4,X,2
Crane Leah,GBR,17,0t 3b9,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,X,3,X,3,X,3
Retschy Monika,GER,18,0t 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,X,1,X,X,X,1
Onoe Aya,JPN,19,0t 2b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,X,X,2,X,X,X,4
Shalagina Olga,UKR,20,0t 1b1,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Women,Semi-Final,2013-05-11,/api/v1/category_rounds/2541/results,/api/v1/events/792/result/7,X,1,X,X,X,X,X,X
