name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Fischhuber Kilian,AUT,1,3t5 4b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,1,1,2,2,X,1,2,1,2013-06-01_Toronto_Boulder_Men_Final.csv
Verhoeven Jorg,NED,2,3t5 3b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,2,2,2,2,X,X,1,1,2013-06-01_Toronto_Boulder_Men_Final.csv
Schubert Jakob,AUT,3,2t2 3b4,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,1,1,X,X,X,2,1,1,2013-06-01_Toronto_Boulder_Men_Final.csv
Sugimoto Rei,JPN,4,2t3 3b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,2,2,X,3,X,X,1,1,2013-06-01_Toronto_Boulder_Men_Final.csv
Gelmanov Rustam,RUS,5,2t3 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,2,2,X,X,X,X,1,1,2013-06-01_Toronto_Boulder_Men_Final.csv
McColl Sean,CAN,6,2t3 2b3,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Final,2013-06-01,/api/v1/category_rounds/2557/results,/api/v1/events/794/result/3,1,1,X,X,X,X,2,2,2013-06-01_Toronto_Boulder_Men_Final.csv
