name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
McColl Sean,CAN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,1,1,1,1,1,1,1,1,1,1
Sugimoto Rei,JPN,2,5t8 5b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,1,1,1,2,1,1,1,1,1
Verhoeven Jorg,NED,3,5t8 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,4,4,1,1,1,1,1,1,1,1
Fischhuber Kilian,AUT,4,4t8 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,3,3,2,1,1,X,1,1,1
Kruder Jernej,SLO,5,4t8 5b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,3,1,1,1,1,X,1,3,3
Glairon Mondet Guillaume,FRA,6,4t9 5b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,5,5,1,1,X,2,1,1,2,2
Gelmanov Rustam,RUS,7,4t9 4b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,X,X,2,2,1,1,4,1,2,2
Schubert Jakob,AUT,8,4t9 4b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,X,X,3,3,1,1,2,1,3,3
Becan Klemen,SLO,9,4t11 5b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,2,4,4,1,1,X,1,3,3
Hori Tsukuru,JPN,10,3t4 4b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,X,X,1,1,1,1,X,1,2,2
Bonder Jeremy,FRA,11,3t5 4b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,3,1,1,X,2,1,1,X,X
Hojer Jan,GER,12,3t7 5b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,4,3,1,1,X,2,X,1,2,2
Caleyron Thomas,FRA,13,3t8 4b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,3,3,2,2,X,1,X,X,3,3
Sugita Masatoshi,JPN,14,2t3 4b6,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,794,2013,Toronto,Boulder,Men,Qualification,2013-06-01,/api/v1/category_rounds/2555/results,/api/v1/events/794/result/3,X,X,2,1,X,2,X,2,1,1
