name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Noguchi Akiyo,JPN,1,5t6 5b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,2,2,1,1,1,1,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Stöhr Anna,AUT,2,5t12 5b12,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,8,8,1,1,1,1,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Oda Momoka,JPN,3,4t4 5b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,1,1,1,1,X,1,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Puccio Alex,USA,4,4t5 5b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,1,1,1,1,2,2,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Markovic Mina,SLO,5,4t7 5b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,1,1,3,1,X,1,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Coxsey Shauna,GBR,6,4t7 5b7,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,3,3,1,1,X,1,2,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Kim Jain,KOR,7,4t7 5b8,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,4,4,1,1,1,1,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Leslie-Wujastyk Mina,GBR,7,4t7 5b8,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,1,1,3,1,X,4,2,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Le Neve Melissa,FRA,9,4t8 5b8,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,2,1,1,4,3,2,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Saurwein Katharina,AUT,10,4t10 4b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,1,1,3,1,X,X,4,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Wurm Juliane,GER,11,3t3 4b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,X,1,1,X,3,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Iakovleva Olga,RUS,12,3t7 4b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,X,5,2,X,2,1,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Crane Leah,GBR,13,3t7 3b3,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,X,X,1,1,X,X,4,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Bacher Sabine,AUT,14,3t11 5b12,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,5,1,3,3,3,2,X,5,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Chevrier Anne-Laure,FRA,15,2t2 5b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,1,1,X,2,X,1,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Avezou Cecile,FRA,16,2t2 4b8,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,X,1,1,X,5,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Pucheux Margaux,FRA,17,2t3 3b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,X,X,2,X,X,2,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Shemulinkina  Tatiana,RUS,18,2t4 4b7,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,X,X,X,2,X,3,2,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Retschy Monika,GER,19,2t5 4b5,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,3,1,X,X,2,1,X,2,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Kipriianova Ekaterina,RUS,20,2t5 4b6,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,X,X,3,1,X,3,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Sa Sol,KOR,21,2t7 4b10,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,2,1,X,X,5,2,X,6,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
Klingler Petra,SUI,22,1t1 4b4,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,790,2013,Millau,Boulder,Women,Qualification,2013-04-05,/api/v1/category_rounds/2528/results,/api/v1/events/790/result/7,1,1,X,X,X,1,X,1,X,1,2013-04-05_Millau_Boulder_Women_Qualification.csv
