name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Rudzinska Aleksandra,POL,1,8.940,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Kaplina Iuliia,RUS,2,8.980,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Levochkina  Yuliya,RUS,2,8.980,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Bruckner Esther,FRA,4,9.040,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Jaubert Anouck,FRA,5,9.270,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Ropek Edyta,POL,6,9.290,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Gaidamakina Alina,RUS,7,9.470,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Buczek Klaudia,POL,8,9.520,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Krasavina Mariia,RUS,9,9.580,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Heitz Margot,FRA,10,9.820,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Iakovleva Natalia,RUS,11,10.070,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Kuznetsova Tamara,KAZ,12,10.090,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
wang yang,CHN,13,10.290,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Prokopiuk Monika,POL,14,10.300,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Titova Natalia,RUS,15,10.320,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
He CuiLian,CHN,16,10.890,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
yang weiling,CHN,17,11.310,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
Saurwein Katharina,AUT,18,17.090,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",789,2013,Chongqing,Speed,Women,Qualification,2013-03-22,/api/v1/category_rounds/2521/results,/api/v1/events/789/result/6
