name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Gaidamakina Alina,RUS,1,8.540,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Rudzinska Aleksandra,POL,2,8.780,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Krasavina Mariia,RUS,3,8.870,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Kaplina Iuliia,RUS,4,8.890,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Jaubert Anouck,FRA,5,8.970,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Buczek Klaudia,POL,6,9.020,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Tita Supita,INA,7,9.370,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Levochkina  Yuliya,RUS,8,9.480,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Heitz Margot,FRA,9,9.540,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Esmaeilzadeh Farnaz,IRI,10,9.750,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Marenych Alla,UKR,11,9.900,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Ropek Edyta,POL,12,9.920,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Savisko Anastasiya,UKR,13,9.950,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Prokopiuk Monika,POL,14,10.110,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
He CuiLian,CHN,15,11.090,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
PAN Xuhua,CHN,16,11.380,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
RENQING LaMu,CHN,17,12.450,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
RenZeng WangMu,CHN,18,13.810,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
Ota Risa,JPN,19,27.430,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,804,2013,Haiyang,Speed,Women,Qualification,2013-10-15,/api/v1/category_rounds/2616/results,/api/v1/events/804/result/6
