name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Ballet Thomas,FRA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Becan Klemen,SLO,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Chernikov Mikhail,RUS,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Desgranges Romain,FRA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Fakirianov Dmitrii,RUS,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Ghisolfi Stefano,ITA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Julian  Puigblanque Ramón ,ESP,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Kalina Alexander,RUS,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Lechner Mario,AUT,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Min Hyunbin,KOR,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Romain Manuel,FRA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Schubert Jakob,AUT,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Skofic Domen,SLO,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Supper Gautier,FRA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Tauporn Thomas,GER,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Ter-Minasyan Arman,RUS,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Timmermans Loïc,BEL,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Vettorata Francesco,ITA,1,Top 1. | Top 1. [9.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,Top,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Hanke Christoph,GER,19,34 22. | Top 1. [14.83],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,34,Top,2013-09-27_Perm_Lead_Men_Qualification.csv
Zazulin Evgenii,RUS,20,36 21. | 40 20. [20.49],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,36,40,2013-09-27_Perm_Lead_Men_Qualification.csv
Wechsler Or,ISR,21,36+ 19. | 38+ 22. [20.95],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,36+,38+,2013-09-27_Perm_Lead_Men_Qualification.csv
Chesnokov Semen,RUS,22,36+ 19. | 37 25. [22.08],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,36+,37,2013-09-27_Perm_Lead_Men_Qualification.csv
Köb Lukas,AUT,23,33+ 23. | 39+ 21. [22.91],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33+,39+,2013-09-27_Perm_Lead_Men_Qualification.csv
Kim Jabee,KOR,24,33+ 23. | 38+ 22. [23.72],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33+,38+,2013-09-27_Perm_Lead_Men_Qualification.csv
Wang Qinghua,CHN,25,33+ 23. | 37+ 24. [24.49],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33+,37+,2013-09-27_Perm_Lead_Men_Qualification.csv
Shagin Andrey,RUS,26,33+ 23. | 36+ 26. [25.98],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33+,36+,2013-09-27_Perm_Lead_Men_Qualification.csv
Kupchik Arseniy,RUS,27,33+ 23. | 36 29. [26.93],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33+,36,2013-09-27_Perm_Lead_Men_Qualification.csv
Volkov Gleb,RUS,28,31 29. | 36+ 26. [28.22],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,31,36+,2013-09-27_Perm_Lead_Men_Qualification.csv
Novitskiy Yury,RUS,29,30+ 31. | 36+ 26. [28.93],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,30+,36+,2013-09-27_Perm_Lead_Men_Qualification.csv
Musihin Victor,RUS,30,33 28. | 33 31. [29.46],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,33,33,2013-09-27_Perm_Lead_Men_Qualification.csv
Ilinykh Vsevolod,RUS,31,31 29. | 34+ 30. [29.75],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,31,34+,2013-09-27_Perm_Lead_Men_Qualification.csv
Bogomolov Dmitriy,RUS,32,23+ 32. | 32+ 32. [32.00],"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",802,2013,Perm,Lead,Men,Qualification,2013-09-27,/api/v1/category_rounds/2601/results,/api/v1/events/802/result/1,23+,32+,2013-09-27_Perm_Lead_Men_Qualification.csv
