name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Fakhritdinova Dinara,RUS,1,Top 1. | Top 1. [3.46],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,Top,2013-11-01_Valence_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [3.46],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,Top,2013-11-01_Valence_Lead_Women_Qualification.csv
Markovic Mina,SLO,1,Top 1. | Top 1. [3.46],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,Top,2013-11-01_Valence_Lead_Women_Qualification.csv
Oda Momoka,JPN,1,Top 1. | Top 1. [3.46],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,Top,2013-11-01_Valence_Lead_Women_Qualification.csv
Verhoeven Anak,BEL,5,46+ 9. | Top 1. [5.34],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,46+,Top,2013-11-01_Valence_Lead_Women_Qualification.csv
Röck Magdalena,AUT,6,Top 1. | 45+ 7. [5.48],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,45+,2013-11-01_Valence_Lead_Women_Qualification.csv
Janicot Hélène,FRA,7,Top 1. | 44 10. [6.48],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,44,2013-11-01_Valence_Lead_Women_Qualification.csv
Romain Salomé,FRA,8,Top 1. | 43+ 12. [7.35],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,Top,43+,2013-11-01_Valence_Lead_Women_Qualification.csv
Noguchi Akiyo,JPN,9,46+ 9. | 47+ 6. [7.55],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,46+,47+,2013-11-01_Valence_Lead_Women_Qualification.csv
Pilz Jessica,AUT,10,45+ 12. | 45+ 7. [9.68],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,45+,45+,2013-11-01_Valence_Lead_Women_Qualification.csv
Posch Katharina,AUT,11,47 8. | 43+ 12. [10.39],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,47,43+,2013-11-01_Valence_Lead_Women_Qualification.csv
van Bergen Nikki,NED,12,45+ 12. | 44+ 9. [10.61],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,45+,44+,2013-11-01_Valence_Lead_Women_Qualification.csv
Vidmar Maja,SLO,13,46 11. | 44 10. [10.75],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,46,44,2013-11-01_Valence_Lead_Women_Qualification.csv
Onoe Aya,JPN,14,45 14. | 43+ 12. [13.75],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,45,43+,2013-11-01_Valence_Lead_Women_Qualification.csv
Kobayashi Yuka,JPN,15,42+ 15. | 43+ 12. [14.47],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,42+,43+,2013-11-01_Valence_Lead_Women_Qualification.csv
Sustersic Tina,SLO,16,42+ 15. | 39+ 17. [16.93],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,42+,39+,2013-11-01_Valence_Lead_Women_Qualification.csv
Hily Manon,FRA,17,40+ 18. | 39+ 17. [18.50],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,40+,39+,2013-11-01_Valence_Lead_Women_Qualification.csv
Saurwein Katharina,AUT,18,41+ 17. | 36+ 22. [19.56],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,41+,36+,2013-11-01_Valence_Lead_Women_Qualification.csv
Kadic Katja,SLO,19,36+ 24. | 42+ 16. [19.80],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,36+,42+,2013-11-01_Valence_Lead_Women_Qualification.csv
Bacher Barbara,AUT,20,38+ 21. | 39+ 17. [20.17],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,38+,39+,2013-11-01_Valence_Lead_Women_Qualification.csv
Stütz Christina,AUT,20,38+ 21. | 39+ 17. [20.17],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,38+,39+,2013-11-01_Valence_Lead_Women_Qualification.csv
Kümin Andrea,SUI,22,38+ 21. | 35+ 24. [22.98],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,38+,35+,2013-11-01_Valence_Lead_Women_Qualification.csv
Sigrist Manuela,SUI,23,39+ 20. | 34+ 26. [23.02],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,39+,34+,2013-11-01_Valence_Lead_Women_Qualification.csv
Hafsaas Tina Johnsen,NOR,24,36+ 24. | 36+ 22. [23.48],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,36+,36+,2013-11-01_Valence_Lead_Women_Qualification.csv
Ghisolfi Claudia,ITA,25,40+ 18. | 30+ 31. [23.95],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,40+,30+,2013-11-01_Valence_Lead_Women_Qualification.csv
Brumagne Mathilde,BEL,26,28 31. | 39 21. [25.51],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,28,39,2013-11-01_Valence_Lead_Women_Qualification.csv
Nonaka Miho,JPN,27,33+ 26. | 34+ 26. [26.25],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,33+,34+,2013-11-01_Valence_Lead_Women_Qualification.csv
Koller Anne-Sophie,SUI,28,29 29. | 35 25. [26.93],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,29,35,2013-11-01_Valence_Lead_Women_Qualification.csv
Fredman Netta,ISR,29,31+ 27. | 31 30. [28.46],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,31+,31,2013-11-01_Valence_Lead_Women_Qualification.csv
Mingolla Federica,ITA,30,28+ 30. | 33+ 28. [28.98],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,28+,33+,2013-11-01_Valence_Lead_Women_Qualification.csv
Späte Jara,SUI,31,30+ 28. | 30 32. [29.93],IFSC Climbing Worldcup (L) - Valence (FRA) 2013,806,2013,Valence,Lead,Women,Qualification,2013-11-01,/api/v1/category_rounds/2630/results,/api/v1/events/806/result/5,30+,30,2013-11-01_Valence_Lead_Women_Qualification.csv
