name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Glairon Mondet Guillaume,FRA,1,5t10 5b10,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,6,6,1,1,1,1,1,1,1,1
Hori Tsukuru,JPN,1,5t7 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,2,2,1,1,2,1,1,1,1,1
Fischhuber Kilian,AUT,2,5t11 5b11,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,4,4,2,2,1,1,3,3,1,1
Kruder Jernej,SLO,2,5t8 5b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,2,1,1,1,1,1,2,2,2,2
Lachat Cédric,SUI,3,5t14 5b9,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,10,5,1,1,1,1,1,1,1,1
Schubert Jakob,AUT,3,5t9 5b9,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,5,5,1,1,1,1,1,1,1,1
Kassay James,AUS,4,5t10 5b9,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,3,3,2,2,2,2,1,1,2,1
Tauporn Thomas,GER,4,5t22 5b15,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,17,11,2,1,1,1,1,1,1,1
Gelmanov Rustam,RUS,5,4t5 5b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,X,2,1,1,1,1,1,1,2,1
McColl Sean,CAN,5,5t12 5b11,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,792,2013,Log-Dragomer,Boulder,Men,Qualification,2013-05-11,/api/v1/category_rounds/2543/results,/api/v1/events/792/result/3,7,7,1,1,1,1,2,1,1,1
