name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Zhong QiXin,,1,6.04,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.453,True,6.531,True,6.484,True,6.047,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Hroza Libor,,2,6.28,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.329,True,6.485,True,6.406,False,6.281,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Kokorin Stanislav,,3,7.32,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.828,True,6.469,False,6.921,,,True,7.328,2013-10-11_Mokpo_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,4,FALL,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.438,True,6.281,False,7.641,,,False,FALL,2013-10-11_Mokpo_Speed_Men_Final.csv
Boldyrev Danyil,,5,6.43,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.547,False,6.438,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Gontero Leonardo,,6,6.50,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.531,False,6.5,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Sinitcyn Sergei,,7,6.78,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,6.656,False,6.782,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Swirk Lukasz,,8,10.64,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,True,7.218,False,10.64,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Gontaryk Yaroslav,,9,6.42,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,6.422,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Shevchenko Arsenii,,10,6.439,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,6.439,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Timofeev Dmitrii,,11,6.56,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,6.562,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Alipour Shenazandifard Reza,,12,6.82,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,6.828,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Savelyev Artem,,13,7.42,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,7.421,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
"Choo Weng Khit, Adriel",,14,7.45,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,7.453,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Dzienski Marcin,,15,7.70,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,7.703,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
Komosinski Jedrzej,,16,FALL,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",803,2013,Mokpo,Speed,Men,Final,2013-10-11,/api/v1/category_rounds/2615/results,/api/v1/events/803/result/2,False,FALL,,,,,,,,,2013-10-11_Mokpo_Speed_Men_Final.csv
