name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,source_file,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Piratinskaya Mayya,RUS,9.0,27.53,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Qualification,2007-05-01,/api/v1/category_rounds/613/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Qualification.csv,2007/2007-05-01_Trento_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ropek Edyta,POL,4.0,26.68,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Qualification,2007-05-01,/api/v1/category_rounds/613/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Qualification.csv,2007/2007-05-01_Trento_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Tuzhylina Svitlana,UKR,6.0,25.17,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Final,2007-05-01,/api/v1/category_rounds/614/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Final.csv,2007/2007-05-01_Trento_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ryepko Olena,UKR,2.0,26.38,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Qualification,2007-05-01,/api/v1/category_rounds/613/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Qualification.csv,2007/2007-05-01_Trento_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ropek Edyta,POL,8.0,27.38,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Final,2007-05-01,/api/v1/category_rounds/614/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Final.csv,2007/2007-05-01_Trento_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Yurina Valentina,RUS,7.0,26.14,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Final,2007-05-01,/api/v1/category_rounds/614/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Final.csv,2007/2007-05-01_Trento_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ryepko Olena,UKR,5.0,24.62,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Final,2007-05-01,/api/v1/category_rounds/614/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Final.csv,2007/2007-05-01_Trento_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Rodriguez Francis,VEN,4.0,24.21,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Final,2007-05-01,/api/v1/category_rounds/614/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Final.csv,2007/2007-05-01_Trento_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Tuzhylina Svitlana,UKR,1.0,26.05,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Qualification,2007-05-01,/api/v1/category_rounds/613/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Qualification.csv,2007/2007-05-01_Trento_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Rodriguez Francis,VEN,3.0,26.4,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Women,Qualification,2007-05-01,/api/v1/category_rounds/613/results,/api/v1/events/472/result/6,,,,,,,,,,,2007-05-01_Trento_Speed_Women_Qualification.csv,2007/2007-05-01_Trento_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ruyga Tatiana,RUS,2.0,48.19,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Terenteva Galina,RUS,3.0,52.52,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Stenkovaya Anna,RUS,4.0,54.96,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Alekseeva Kseniia,RUS,5.0,48.95,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ropek Edyta,POL,7.0,56.15,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Li Chunhua,CHN,8.0,59.29,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Blanco Lucelia,VEN,9.0,57.63,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Da Silva Rosmery,VEN,10.0,58.26,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
He Cuifang,CHN,11.0,59.96,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Khudyakova Anna,RUS,16.0,70.66,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Rodriguez Francis,VEN,15.0,70.2,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Karesova Eliska,CZE,14.0,62.31,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Piratinskaya Mayya,RUS,13.0,61.86,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Chereshneva Yana,RUS,12.0,61.18,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Yurina Valentina,RUS,6.0,50.76,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Piratinskaya Mayya,RUS,12.0,70.030,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Da Silva Rosmery,VEN,15.0,79.520,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Khudyakova Anna,RUS,16.0,80.060,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Korolkova Ekaterina,RUS,17.0,80.980,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Yachnik Julia,RUS,18.0,86.390,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Iskakova Aliya,KAZ,19.0,fall,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Karesova Eliska,CZE,14.0,73.390,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Chereshneva Yana,RUS,13.0,71.790,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Tuzhylina Svitlana,UKR,1.0,43.23,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Final,2007-07-11,/api/v1/category_rounds/651/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Final.csv,2007/2007-07-11_Chamonix_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Blanco Lucelia,VEN,11.0,66.910,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Tuzhylina Svitlana,UKR,1.0,51.990,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ropek Edyta,POL,2.0,59.120,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Terenteva Galina,RUS,4.0,60.420,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Yurina Valentina,RUS,5.0,60.830,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Alekseeva Kseniia,RUS,6.0,60.870,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
He Cuifang,CHN,7.0,62.220,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Li Chunhua,CHN,8.0,63.120,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Rodriguez Francis,VEN,9.0,64.460,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Stenkovaya Anna,RUS,10.0,64.690,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Ruyga Tatiana,RUS,3.0,60.160,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,478,2007,Chamonix,Speed,Women,Qualification,2007-07-11,/api/v1/category_rounds/650/results,/api/v1/events/478/result/6,,,,,,,,,,,2007-07-11_Chamonix_Speed_Women_Qualification.csv,2007/2007-07-11_Chamonix_Speed_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Piratinskaya Mayya,RUS,6.0,71.650,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,479,2007,Val Daone,Speed,Women,Final,2007-07-21,/api/v1/category_rounds/658/results,/api/v1/events/479/result/6,,,,,,,,,,,2007-07-21_Val Daone_Speed_Women_Final.csv,2007/2007-07-21_Val Daone_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Stenkovaya Anna,RUS,8.0,fall,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,479,2007,Val Daone,Speed,Women,Final,2007-07-21,/api/v1/category_rounds/658/results,/api/v1/events/479/result/6,,,,,,,,,,,2007-07-21_Val Daone_Speed_Women_Final.csv,2007/2007-07-21_Val Daone_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
Rodriguez Francis,VEN,7.0,80.860,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,479,2007,Val Daone,Speed,Women,Final,2007-07-21,/api/v1/category_rounds/658/results,/api/v1/events/479/result/6,,,,,,,,,,,2007-07-21_Val Daone_Speed_Women_Final.csv,2007/2007-07-21_Val Daone_Speed_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Score_2007-2008
