name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,source_file,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Marcisz Andrzej,POL,4.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Galiakbarov Raikhan,RUS,5.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Sutcliffe Glenn,GBR,5.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Baker Mark,AUS,7.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Jaeger Gregor,GER,7.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Chung Seung-Kwon,KOR,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Hilgers Stephan,GER,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Nathan Johannes,GER,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Rakhmetov Kairat,KAZ,3.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Plamen Petrov,BUL,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
T'Kint Arnould,BEL,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Tcherechnev Oleg,RUS,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Verick Hira,AUS,16.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Brasco Carlos,ESP,17.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Park Rae-Kyung,KOR,18.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Hofmans Werner,BEL,19.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Kirov Vasil,BUL,20.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Powell Ian,USA,20.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Rakhmetov Salavat,RUS,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
Godoffe Jacky,FRA,2.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,,1991-10-01,,/api/v1/events/103/result/2,,,,,,,,,,,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Speed_UIAA_Legacy_1991-2006
