name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,source_file,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Wienand Roxana,GER,25.0,19.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,X,X,3,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Condie Kyra,USA,11.0,29.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,2,X,2,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Matsufuji Anon,JPN,11.0,29.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,1,X,3,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Coscoy Cloe,USA,11.0,29.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,2,X,2,X,1,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Bertone Oriane,FRA,2.0,44.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,1,2,2,X,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Mcneice Erin,GBR,3.0,44.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,1,3,3,X,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Nakamura Mao,JPN,4.0,44.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,4,4,2,X,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Nonaka Miho,JPN,5.0,44.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,3,3,X,2,X,7,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Sekikawa Melody,JPN,6.0,29.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,3,X,3,X,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Seo Chaehyun,KOR,7.0,19.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,1,X,5,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Mackenzie Oceania,AUS,8.0,9.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,X,X,2,X,X,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Bertone Oriane,FRA,1.0,84.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,1,1,2,1,3,3,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Mackenzie Oceania,AUS,2.0,69.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,2,3,1,3,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Sanders Annie,USA,3.0,69.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,1,1,1,1,X,5,X,4,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Sekikawa Melody,JPN,3.0,69.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,3,X,3,2,2,3,3,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Nonaka Miho,JPN,5.0,54.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,1,1,X,2,X,3,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Nakamura Mao,JPN,6.0,45.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,1,X,X,1,1,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Mcneice Erin,GBR,7.0,44.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,2,1,X,1,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Seo Chaehyun,KOR,8.0,39.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,2,X,2,X,5,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Kuzuu Mashiro,JPN,9.0,34.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,5,5,X,X,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Buckley Jennifer Eucharia,SLO,10.0,29.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,1,X,2,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Apel Anna Maria,GER,11.0,29.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,1,X,3,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Debevec Katja,SLO,11.0,29.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Semi-final,2025-04-18,/api/v1/category_rounds/9954/results,/api/v1/events/1405/result/7,X,1,X,2,X,2,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Danziger Ruby,ISR,33.0,44.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,3,X,2,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Hopfensitz Sandra,GER,35.0,44.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,6,X,1,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Edwards Emma,GBR,35.0,59.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,5,5,X,2,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Buršíková Martina,SVK,37.0,44.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,6,X,X,X,X,X,5,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Chu Ka Kei,MAC,51.0,24.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,2,2,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Liu Yixin,CHN,51.0,24.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,2,2,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Mi Yawen,CHN,54.0,34.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,8,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Arun Prateeksha,IND,55.0,0.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,X,X,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Hsieh Yun-Shan,TPE,55.0,25.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Tan Sui Lin Renee,MAS,57.0,9.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,X,5,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Algouhi Tahani,KSA,58.0,0.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,X,X,X,X,X,X,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Sanders Annie,USA,1.0,54.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Final,2025-04-18,/api/v1/category_rounds/9956/results,/api/v1/events/1405/result/7,X,1,X,1,3,3,X,2,,,"2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Daziano Irina,ITA,37.0,54.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,2,X,1,X,X,X,7,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Ho Jacqueline,CAN,39.0,45.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Women,Qualification,2025-04-18,/api/v1/category_rounds/9382/results,/api/v1/events/1405/result/7,1,1,X,1,X,1,X,X,X,X,"2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Women_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
