name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,source_file,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Hirayama Yuji,JPN,4.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Tribout Jean-Baptiste,FRA,3.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Scassa Severino,ITA,2.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Fürst Stefan,AUT,9.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Helma Christoph,AUT,33.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Tchertov Alexei,RUS,19.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Büchele Klaus,GER,21.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Chevieux Elie,SUI,33.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Masschelein Pierre,BEL,31.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Korczak Piotr,POL,20.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Zauska Pavol,SVK,27.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Gomez Txema,ESP,27.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Franklin Scott,USA,27.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Fickert Thomas,GER,26.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Poussardin Stéphane,FRA,25.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Jacobs Erik,NED,24.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Rieser Hannes,AUT,23.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Terashima Yoshihiko,JPN,22.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Natech Faycal,FRA,27.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Steulet Philippe,SUI,33.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Strecko Jan,SVK,33.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Blein Serge,FRA,37.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Cada Tomas,CZE,57.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Wilson Kevin,CAN,57.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Delafield Mark,GBR,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Kucharczyk Krzysztof,POL,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Lantz Colin,USA,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Suc Dorian,SLO,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Pilka Tomas,CZE,55.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Sutcliffe Glenn,GBR,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Ferreira Jose,POR,66.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Slabe Tadej,SLO,66.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Tanaka Tsutomu,JPN,68.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Dekov Plamen,BUL,69.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Finne Jean Paul,BEL,69.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Legrand François,FRA,1.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Wilson Kelly,CAN,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Giupponi Luca,ITA,55.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Tsuge Motomu,JPN,59.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Milczarek Leszek,POL,51.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Ryan Tony,GBR,37.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Tcherechnev Oleg,RUS,54.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Cuthbertson Dave,GBR,39.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Delsinne Samuel,FRA,39.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Rainer Ernst,AUT,39.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Gallo Andrea,ITA,43.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Ghesquiers Yann,FRA,43.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Schirl Reinhard,AUT,39.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Gucek Vili,SLO,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Huber Thomas,GER,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Lukic Marko,SLO,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Matlschwaiger Michael,AUT,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Nicole Frédéric,SUI,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Englekirk Doug,USA,45.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Fadinger Michael,AUT,51.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
Hofmans Werner,BEL,51.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Men,,1991-04-25,,/api/v1/events/100/result/1,,,,,,,,,,,1991-04-25_Wien_Lead_Men_no-round.csv,1991/1991-04-25_Wien_Lead_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Lead_UIAA_Legacy_1991-2006
