name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,source_file,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Lachat Cédric,SUI,54.0,13.670,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Gabuldani Giorgi,GEO,55.0,13.870,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Katsitadze Soso,GEO,56.0,14.730,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Morić Krešimir,CRO,57.0,14.770,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Lis Jurgen,BEL,58.0,14.910,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Tauporn Thomas,GER,43.0,10.560,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Aan Aviansyah,INA,42.0,10.540,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Zhang Yuhang,CHN,40.0,10.260,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Bosler Simon,GER,25.0,8.580,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Styenkovyy Maksym,UKR,26.0,8.610,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Quinteros Andres,ECU,27.0,8.640,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Molchanov Alexey,KAZ,28.0,8.660,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Osipov Maksym,UKR,29.0,8.690,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Ghisolfi Stefano,ITA,30.0,8.700,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Vedenchuk Viacheslav,RUS,31.0,8.890,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Galar Pandu Asmoro,INA,32.0,9.040,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Nigmanov Zufar,RUS,33.0,9.120,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Gál Bence,HUN,34.0,9.180,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Sirotti Michel,ITA,35.0,9.500,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Gál Máté,HUN,36.0,9.610,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Levin Josh,USA,37.0,9.760,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Pouliopoulos Alek,USA,38.0,10.040,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Estevez  Isaac,ECU,39.0,10.110,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Rugens Rolands,LAT,41.0,10.460,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Mikeladze Erekle,GEO,59.0,15.110,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Moosburger Emanuel,AUT,60.0,15.740,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Lis Yannick,BEL,62.0,16.810,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Zhong QiXin,,1.0,6.26,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,6.69,True,6.74,True,6.82,True,6.26,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,,2.0,6.30,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,6.95,True,6.68,True,6.87,False,6.3,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,,3.0,6.66,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,6.81,True,6.67,False,7.66,,,True,6.66,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Novikov Ivan,,4.0,FALL,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,6.51,True,6.51,False,FALL,,,False,FALL,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Hroza Libor,,5.0,6.69,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,7.28,False,6.69,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Swirk Lukasz,,6.0,6.93,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,7.32,False,6.93,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Noya Erik,,7.0,9.91,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,7.55,False,9.91,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Abdrakhmanov Sergey,,8.0,FALL,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,True,6.83,False,FALL,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,,9.0,6.97,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,6.97,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Komosinski Jedrzej,,10.0,7.01,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,7.01,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Nigmatulin Alexandr,,11.0,7.26,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,7.26,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Toozandehjani Hamidreza,,12.0,7.35,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,7.35,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Devyaterikov Artyom,,13.0,7.60,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,7.6,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Gontaryk Yaroslav,,14.0,7.83,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,7.83,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Bokanov Sayat,,15.0,8.06,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,8.06,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Dzienski Marcin,,16.0,FALL,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Final,2011-07-15,/api/v1/category_rounds/1710/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Final.csv,2011/2011-07-15_Arco_Speed_Men_Final.csv,,False,FALL,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Naunov Vanco,MKD,63.0,16.990,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Olsen Eirik Birkelund,NOR,64.0,17.570,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Parry Gareth,GBR,65.0,19.500,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Pugh-Williams  Mark,NZL,66.0,20.000,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
MATA VELASQUEZ Andrey,PER,67.0,20.210,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Midtboe Magnus,NOR,68.0,21.310,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Marin Garcia Eduard,ESP,69.0,31.080,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Escobar Manuel,VEN,70.0,fall,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Maimuratov Amir,KAZ,70.0,fall,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Micka Martin,CZE,70.0,fall,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Ondra Adam,CZE,70.0,fall,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Becan Klemen,SLO,61.0,16.260,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Speed,Men,Qualification,2011-07-15,/api/v1/category_rounds/1709/results,/api/v1/events/675/result/2,,,,,,,,,,,2011-07-15_Arco_Speed_Men_Qualification.csv,2011/2011-07-15_Arco_Speed_Men_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,,,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,False,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Shevchenko Arsenii,,,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,False,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Komosinski Jedrzej,,,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,False,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,,,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,False,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Nigmanov Zufar,,4.0,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,,,,,False,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
Swirk Lukasz,,3.0,,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,679,2011,Daone,Speed,Men,Final,2011-08-06,/api/v1/category_rounds/1724/results,/api/v1/events/679/result/2,,,,,,,,,,,2011-08-06_Daone_Speed_Men_Final.csv,2011/2011-08-06_Daone_Speed_Men_Final.csv,,,,,,,,,,False,,,,,,,,,,2025-09-20 01:09:47.038316,Speed_IFSC_Time_2009-2025
