name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,source_file,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Lavarda Jenny,ITA,19.0,5t6 6b7,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Sosnovskykh Mariya,UKR,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Schade Sonja,GER,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Longo Roberta,ITA,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Harmand Ludivine,FRA,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Abramchuk Yulia,RUS,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Bacher Barbara,AUT,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Bacher Sabine,AUT,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Gros Natalija,SLO,11.0,5t5 5b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Duval Marie,FRA,23.0,5t7 5b7,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Lind Angelica,SWE,10.0,5t5 6b10,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Abgrall Emilie,FRA,7.0,5t5 6b9,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Shalagina Olga,UKR,7.0,5t5 6b9,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Chevrier Anne-Laure,FRA,6.0,5t5 6b8,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Berry Samantha,AUS,3.0,5t5 6b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Rajfova Silvie,CZE,3.0,5t5 6b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Graftiaux Chloé,BEL,3.0,5t5 6b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Combaz Celine,FRA,2.0,6t11 6b11,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Danion Juliette,FRA,1.0,6t6 6b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Ansade Maud,FRA,7.0,5t5 6b9,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Qualification,2007-03-30,/api/v1/category_rounds/591/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Qualification.csv,2007/2007-03-30_Erlangen_Boulder_Women_Qualification.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Harmand Ludivine,FRA,15.0,2t6 4b9,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Hodann Anja,SWE,16.0,1t1 3b7,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Ansade Maud,FRA,14.0,2t3 4b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Combaz Celine,FRA,13.0,2t2 3b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Abramchuk Yulia,RUS,12.0,3t8 4b11,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Lind Angelica,SWE,11.0,3t5 4b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Bacher Barbara,AUT,10.0,3t3 3b3,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Berry Samantha,AUS,8.0,3t3 4b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Lavarda Jenny,ITA,7.0,4t11 4b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Bacher Sabine,AUT,6.0,4t6 4b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Shalagina Olga,UKR,5.0,4t6 4b4,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Rajfova Silvie,CZE,4.0,4t5 4b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Gros Natalija,SLO,3.0,4t4 4b4,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Abgrall Emilie,FRA,9.0,3t3 4b5,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Graftiaux Chloé,BEL,2.0,4t4 4b4,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Bacher Sabine,AUT,6.0,0t 3b10,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Gros Natalija,SLO,5.0,2t12 4b14,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Rajfova Silvie,CZE,4.0,2t2 3b3,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Graftiaux Chloé,BEL,3.0,2t2 3b3,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Danion Juliette,FRA,2.0,4t11 4b11,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Shalagina Olga,UKR,1.0,4t6 4b6,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Final,2007-03-30,/api/v1/category_rounds/593/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Schade Sonja,GER,19.0,0t 1b2,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Longo Roberta,ITA,18.0,0t 3b3,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
Chevrier Anne-Laure,FRA,17.0,1t1 3b8,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,468,2007,Erlangen,Boulder,Women,Semi-Final,2007-03-30,/api/v1/category_rounds/592/results,/api/v1/events/468/result/7,,,,,,,,,,,2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,2007/2007-03-30_Erlangen_Boulder_Women_Semi-Final.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_IFSC_ZoneTop_2007-2024
