name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,source_file,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Rodriguez Matthew,CAN,41.0,54.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,3,3,1,X,X,X,1,X,2,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Amagasa Sohta,JPN,19.0,79.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,1,1,2,2,X,1,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Xu Ziqi,CHN,19.0,83.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,5,3,5,1,X,X,X,6,1,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Fu Jiahao,CHN,21.0,78.2,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,7,6,2,X,3,X,3,4,2,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Favot Leo,FRA,23.0,78.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,3,5,1,X,5,X,1,5,5,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Hanna Benjamin,USA,23.0,78.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,4,8,8,X,2,X,6,5,5,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Bloem Thorben Perry,GER,17.0,84.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,3,2,1,1,X,X,X,2,1,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Van Duysen Hannes,BEL,21.0,79.2,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,2,1,7,5,X,2,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Levin Ram,ISR,37.0,64.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,5,3,X,3,X,3,X,2,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Intrachupongse Ardch,THA,41.0,54.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,X,1,X,X,X,5,2,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Lemaire Adrien,FRA,25.0,69.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,1,1,X,1,X,X,X,1,3,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Würthner Tim,GER,25.0,77.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,4,2,2,9,9,X,5,X,9,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Arriagada Krüger Elias,GER,27.0,69.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,1,1,X,3,X,X,X,2,1,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Pereira Bharath,IND,27.0,69.2,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,2,2,1,X,3,X,X,5,4,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Baudrand Oscar,CAN,29.0,69.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,5,4,5,5,X,2,X,X,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Yao Jinwei,CHN,29.0,69.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,3,1,X,2,X,X,X,3,1,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Lemagner Thomas,FRA,31.0,69.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,2,1,3,1,X,3,X,X,X,5,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Bai Xuanpu,CHN,31.0,69.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,4,4,2,X,X,X,4,1,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Noh Hyunseung,KOR,31.0,68.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,2,1,3,3,X,X,X,5,X,11,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Râpă Darius,ROU,31.0,69.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,3,4,2,X,X,X,3,3,3,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Collin Nicolas,BEL,35.0,64.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,2,2,2,X,2,X,4,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Pan Yufei,CHN,36.0,64.2,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,1,1,X,3,X,7,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Sartirana Nicolò,ITA,37.0,64.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,3,2,X,3,X,6,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Butterworth Samuel,GBR,39.0,54.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,X,3,X,X,X,1,2,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Park Beomjin,KOR,39.0,59.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,X,3,2,X,2,X,X,3,2,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Goh Wen Bin Luke,SGP,41.0,54.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,3,X,1,X,X,X,1,4,2,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Fan Chih-En,TPE,41.0,58.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,5,4,7,1,X,X,X,3,X,X,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Bayo Verosil Gerald,SGP,46.0,53.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,3,7,4,X,4,X,X,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Anraku Sorato,JPN,2.0,84.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,2,1,2,1,1,1,X,5,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Schalck Mejdi,FRA,3.0,69.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,6,2,1,1,X,2,X,2,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Prihed Oren,ISR,4.0,69.1,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,4,1,3,3,X,1,X,5,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Avezou Sam,FRA,5.0,68.8,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,7,1,X,1,X,1,7,7,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Narasaki Meichi,JPN,6.0,68.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,4,1,X,7,X,5,5,5,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Narasaki Tomoa,JPN,7.0,59.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,7,2,1,1,X,1,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Gruzitis Edvards,LAT,45.0,54.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Qualification,2025-04-18,/api/v1/category_rounds/9381/results,/api/v1/events/1405/result/3,X,1,3,3,X,2,X,X,X,1,"2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Jenft Paul,FRA,7.0,59.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,2,2,X,3,X,X,4,3,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Lee Dohyun,KOR,1.0,99.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,5,1,3,2,1,1,2,2,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Duffy Colin,USA,18.0,34.4,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,7,6,X,X,X,1,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Fujiwaki Yuji,JPN,20.0,29.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,X,2,X,X,X,1,X,4,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Hanna Benjamin,USA,21.0,25.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,X,X,1,1,X,X,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Waller Zander,USA,22.0,24.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,6,5,X,X,X,X,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Fu Jiahao,CHN,23.0,19.5,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,X,5,X,2,X,X,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Van Duysen Hannes,BEL,24.0,10.0,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Semi-final,2025-04-18,/api/v1/category_rounds/9953/results,/api/v1/events/1405/result/3,X,X,X,X,X,1,X,X,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Semi-final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Anraku Sorato,JPN,1.0,99.7,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Final,2025-04-18,/api/v1/category_rounds/9955/results,/api/v1/events/1405/result/3,2,1,2,1,2,1,1,1,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Lee Dohyun,KOR,2.0,99.3,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Final,2025-04-18,/api/v1/category_rounds/9955/results,/api/v1/events/1405/result/3,1,1,4,4,3,1,3,1,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Narasaki Meichi,JPN,3.0,83.9,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Final,2025-04-18,/api/v1/category_rounds/9955/results,/api/v1/events/1405/result/3,1,1,7,5,6,1,X,1,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Narasaki Tomoa,JPN,4.0,69.6,IFSC World Cup Keqiao 2025,1405,2025,"Keqiao, CHN",Boulder,Men,Final,2025-04-18,/api/v1/category_rounds/9955/results,/api/v1/events/1405/result/3,1,1,X,2,X,1,4,1,,,"2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv","2025/2025-04-18_Keqiao, CHN_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
