name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,source_file,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Von Freier Lasse,GER,,DNS,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,X,X,X,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Onyango Emmanuel,UGA,,DNS,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,X,X,X,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Roberts Toby,GBR,1.0,69.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Final,2025-06-25,/api/v1/category_rounds/10121/results,/api/v1/events/1412/result/3,X,3,X,1,1,1,1,1,,,"2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Anraku Sorato,JPN,2.0,69.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Final,2025-06-25,/api/v1/category_rounds/10121/results,/api/v1/events/1412/result/3,X,1,2,2,4,3,X,1,,,"2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Final.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Gerhardt Joshua,USA,105.0,9.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,4,X,X,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Würthner Tim,GER,63.0,19.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,2,X,2,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Straubhaar Levin,SUI,37.0,39.3,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,1,X,1,X,4,X,5,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Pare Maxim,AUS,37.0,59.3,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,3,3,3,1,X,X,X,4,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Ramadhan Raviandi,INA,37.0,59.3,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,4,3,3,1,X,X,X,3,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Posch Jan-Luca,AUT,41.0,54.4,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,5,X,2,1,1,X,X,X,2,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Brand Paul,NED,41.0,34.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,2,3,3,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Noh Hyunseung,KOR,43.0,34.3,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,5,1,X,4,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Uznik Timo,AUT,43.0,49.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,2,2,3,1,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
Everett Vail,USA,45.0,44.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Men,Qualification,2025-06-25,/api/v1/category_rounds/9399/results,/api/v1/events/1412/result/3,X,X,X,2,4,3,X,X,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv","2025/2025-06-25_Innsbruck, AUT_Boulder_Men_Qualification.csv",,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Boulder_IFSC_AddedPoints_2025-2025
