name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,source_file,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Danion Juliette,FRA,6.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bihr Isabelle,FRA,5.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Gonzalez Cristina,ESP,4.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Gouriou Gaelle,FRA,3.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Walder Ulla,ITA,15.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Ubeda Ana Belen,ESP,16.0,,UIAA Worldcup - Benasque (ESP) 1999,199,1999,Benasque,Boulder,Women,,1999-07-02,,/api/v1/events/199/result/7,,,,,,,,,,,1999-07-02_Benasque_Boulder_Women_no-round.csv,1999/1999-07-02_Benasque_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Perlova Nataliya,UKR,13.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Novikova Natalia,RUS,7.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Martin Delphine,FRA,6.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Ryepko Olena,UKR,5.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Levet Sandrine,FRA,4.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Uhden Marietta,GER,3.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bodet Stéphanie,FRA,2.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Choumilova Elena,RUS,1.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Gronkiewicz-Marcisz Iwona,POL,8.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Noel Lise,FRA,9.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bihr Isabelle,FRA,10.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Van Der Putten Eleonora,NED,31.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Guiguet Myrtille,FRA,30.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Annecchini Marina,ITA,29.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Richer Natalie,FRA,28.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Haager Nicola,GER,27.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bell Claire,GBR,25.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Astie Hélène,FRA,25.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Delphino Amélie,FRA,23.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Couder Laeticia,FRA,23.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Cufar Martina,SLO,11.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Heurteaux Sophie,FRA,21.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Danion Juliette,FRA,20.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Savic Romana,SLO,19.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bauer Tanja,GER,18.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Marchisio Stella,ITA,17.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Gouriou Gaelle,FRA,16.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Anthoni Kim,BEL,15.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Minoret Chloé,FRA,14.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Kotasova-Kostruhova Vera,CZE,12.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Marti Nuria,ESP,22.0,,UIAA Worldcup - Val d'Isere (FRA) 1999,200,1999,Val d'Isere,Boulder,Women,,1999-07-10,,/api/v1/events/200/result/7,,,,,,,,,,,1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,1999/1999-07-10_Val d'Isere_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Danion Juliette,FRA,24.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Heurteaux Sophie,FRA,23.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Levet Sandrine,FRA,5.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Noel Lise,FRA,7.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Chereshneva Venera,RUS,6.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Gronkiewicz-Marcisz Iwona,POL,4.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Uhden Marietta,GER,29.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bihr Isabelle,FRA,3.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Choumilova Elena,RUS,2.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Bodet Stéphanie,FRA,1.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Novikova Natalia,RUS,30.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Couder Laeticia,FRA,31.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Boldrin Elisabetta,ITA,37.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Walder Ulla,ITA,35.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Annecchini Marina,ITA,35.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
Perez Karine,FRA,34.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Women,,1999-07-16,,/api/v1/events/201/result/7,,,,,,,,,,,1999-07-16_Chamonix_Boulder_Women_no-round.csv,1999/1999-07-16_Chamonix_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,2025-09-20 01:09:47.038316,Boulder_UIAA_Legacy_1991-2006
