name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
Kaplina Iuliia,RUS,1,6.96,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,6.964,7.168
Kalucka Aleksandra,POL,2,7.75,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,7.75,12.718
Ivanova Elizaveta,RUS,3,7.76,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,7.769,8.053
Barashchuk Ekaterina,RUS,4,7.81,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,9.604,7.813
Chudziak Patrycja,POL,5,7.95,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,8.609,7.955
Kalucka Natalia,POL,6,8.14,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,8.148,DNF
Tsyganova Anna,RUS,7,8.261,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,8.261,8.348
Brozek Anna,POL,8,8.263,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,DNF,8.263
Miroslaw Aleksandra,POL,9,8.65,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,8.653,10.625
Klingler Petra,SUI,10,9.01,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,9.058,9.012
Lavrykova Yelyzaveta,UKR,11,9.27,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,9.277,9.443
Krasovskaia Elena,RUS,12,9.50,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1166,2020,Moscow,Speed,Women,Qualification,2020-11-21,/api/v1/category_rounds/6013/results,/api/v1/events/1166/result/6,9.505,11.621
