name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Ondra Adam,CZE,1,1.22,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,TOP,TOP,2020-08-21_Briançon_Lead_Men_Qualification.csv
Schubert Jakob,AUT,2,2.29,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,TOP,33+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Ginés López Alberto,ESP,3,3.97,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,40+,33+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Megos Alexander,GER,3,3.97,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,40+,33+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Khaibullin Rishat,KAZ,5,6.54,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,40+,31+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Potocar Luka,SLO,6,9.5,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,31+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Schalck Mejdi,FRA,6,9.5,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,31+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Skofic Domen,SLO,6,9.5,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,31+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Monchois Nao,FRA,9,9.72,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,40+,29,2020-08-21_Briançon_Lead_Men_Qualification.csv
Avezou Sam,FRA,10,9.87,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,28,32,2020-08-21_Briançon_Lead_Men_Qualification.csv
Fourbet Diego,FRA,11,11.54,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,25+,32,2020-08-21_Briançon_Lead_Men_Qualification.csv
Parmentier Hugo,FRA,12,11.68,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,18,33+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Bombardi Marcello,ITA,13,12.33,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,29+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Stranik Martin,CZE,14,15.56,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,28+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Posch Mathias,AUT,15,16.32,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,25+,30,2020-08-21_Briançon_Lead_Men_Qualification.csv
Martin Philipp,GER,16,16.6,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,36+,27+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Duval Alistair,FRA,17,18.11,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,25+,29+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Hanke Christoph,GER,17,18.11,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,25+,29+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Avezou Leo,FRA,19,18.55,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,30+,28+,2020-08-21_Briançon_Lead_Men_Qualification.csv
Konecny Jakub,CZE,20,19.29,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,65,2020,Briançon,Lead,Men,Qualification,2020-08-21,/api/v1/category_rounds/469/results,/api/v1/events/65/result/1,23+,30+,2020-08-21_Briançon_Lead_Men_Qualification.csv
