name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Coleman Nathaniel,USA,1,5T5z 6 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,1,1,2,2,1,1
Inoue Yuji,JPN,1,5T5z 12 11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,4,3,4,4,2,2
Mawem Mickael,FRA,1,5T5z 6 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,2,2,1,1,1,1
Rugens Rolands,LVA,1,5T5z 6 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,2,2,1,1,1,1,1,1
Rubtsov  Aleksei,RUS,2,4T4z 10 9,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,4,3,4,4,X,X
Topishko Sergii,UKR,3,4T4z 12 10,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,3,2,1,1,1,1,7,6,X,X
Chon Jongwon,KOR,4,5T5z 7 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,2,2,1,1,1,1,2,1
Narasaki Tomoa,JPN,4,3T4z 5 4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,2,1,2,1,X,1,X,X
Ogata Yoshiyuki,JPN,5,5T5z 8 5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,2,1,1,1,1,1,1,1,3,1
Sugimoto Rei,JPN,5,3T4z 6 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,4,2,X,3,X,X
Takata Tomoaki,JPN,5,5T5z 8 5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,3,1,1,1,1,1,1,1,2,1
Hojer Jan,GER,6,3T3z 3 3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,1,1,X,X,X,X
Kruder Jernej,SLO,7,2T4z 2 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Men,Qualification,2018-04-13,/api/v1/category_rounds/4919/results,/api/v1/events/1047/result/3,1,1,1,1,X,1,X,4,X,X
