name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Jaubert Anouck,,1,WILDCARD,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,7.68,True,7.51,True,7.46,True,WILDCARD,,,2018-04-21_Moscow_Speed_Women_Final.csv
Kaplina Iuliia,,2,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,7.76,True,7.74,True,7.44,False,FALSE START,,,2018-04-21_Moscow_Speed_Women_Final.csv
Timofeeva Elena,,3,7.61,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,7.99,True,WILDCARD,False,8.039,,,True,7.61,2018-04-21_Moscow_Speed_Women_Final.csv
Susanti Rahayu Aries,,4,8.47,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,WILDCARD,True,7.39,False,9.13,,,False,8.47,2018-04-21_Moscow_Speed_Women_Final.csv
Krasavina Mariia,,5,7.77,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,WILDCARD,False,7.77,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
SALLSABILLAH RAJIAH,,6,7.88,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,-,False,7.88,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Tsyganova Anna,,7,9.52,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,7.99,False,9.52,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Wellyanti Santi,,8,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,True,WILDCARD,False,FALSE START,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Lestari Puji,,9,9.86,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,9.86,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Ivanova Elizaveta,,10,100.00,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,100.0,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Kalucka Aleksandra,,11,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALSE START,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Agustina Sari,,12,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALSE START,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Sarisson Aurelia,,13,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALSE START,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Remizova Elena,,14,FALL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALL,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
He CuiLian,,15,FALL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALL,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
Fleuret Elma,,16,FALL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Women,Final,2018-04-21,/api/v1/category_rounds/4926/results,/api/v1/events/1048/result/6,False,FALL,,,,,,,,,2018-04-21_Moscow_Speed_Women_Final.csv
