name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Desgranges Romain,FRA,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Ghisolfi Stefano,ITA,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Narasaki Tomoa,JPN,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Qu HaiBin,CHN,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Rudigier Max,AUT,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Schubert Jakob,AUT,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Skofic Domen,SLO,1,Top 1. | Top 1. [6.00],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,Top
Hada Yuki,JPN,8,Top 1. | 33 9. [8.49],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,33
Homma Taisei,JPN,9,36 18. | Top 1. [9.25],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,36,Top
Min Hyunbin,KOR,10,Top 1. | 32+ 10. [9.59],"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Men,Qualification,2018-10-27,/api/v1/category_rounds/5025/results,/api/v1/events/1060/result/1,Top,32+
