name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Gejo Stasa,SRB,1,5T5z 5 5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,1,1,1,1,1,1,1,1,1,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Pilz Jessica,AUT,1,4T5z 5 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,1,1,1,1,2,2,1,1,X,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Noguchi Akiyo,JPN,2,4T5z 4 5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,X,1,1,1,1,1,1,1,1,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Nonaka Miho,JPN,2,4T5z 7 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,3,2,1,1,2,2,1,1,X,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Lettner Sandra,AUT,3,4T5z 7 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,2,1,1,1,2,2,2,2,X,2,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Sa Sol,KOR,3,4T5z 5 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,X,3,1,1,1,1,1,1,2,2,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Caulier Chloe,BEL,4,4T5z 9 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,X,1,3,3,1,1,1,1,4,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Tesio Giorgia,ITA,4,4T5z 8 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,3,3,1,1,2,2,2,1,X,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Garnbret Janja,SLO,5,4T4z 5 4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,X,X,1,1,2,1,1,1,1,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
Klingler Petra,SUI,5,4T5z 9 10,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,1047,2018,Meiringen,Boulder,Women,Qualification,2018-04-13,/api/v1/category_rounds/4916/results,/api/v1/events/1047/result/7,6,6,1,1,1,1,1,1,X,1,2018-04-13_Meiringen_Boulder_Women_Qualification.csv
