name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Kadic Katja,SLO,1,5T5z 7 6,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,2,2,1,1,1,1,2,1,1,1,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Gibert Fanny,FRA,1,5T5z 7 6,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,3,2,1,1,1,1,1,1,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Noguchi Akiyo,JPN,1,5T5z 7 6,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,2,2,2,1,1,1,1,1,1,1,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Nonaka Miho,JPN,1,5T5z 7 7,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,1,1,1,1,2,2,2,2,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Sa Sol,KOR,2,4T5z 11 17,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,3,3,1,1,2,2,5,5,X,6,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Färber Johanna,AUT,3,3T5z 4 16,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,2,2,1,1,X,2,X,10,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Coxsey Shauna,GBR,4,3T5z 7 17,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,3,3,X,4,3,1,X,8,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Panteleeva Iuliia,RUS,4,5T5z 8 5,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,3,1,1,1,2,1,1,1,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Gejo Stasa,SRB,5,3T4z 3 5,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,X,X,1,1,1,1,X,2,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Tracy Michaela,GBR,5,5T5z 10 6,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,4,1,1,1,2,1,2,2,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Condie Kyra,USA,6,5T5z 10 8,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,3,1,4,4,1,1,1,1,1,1,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
kajima Tomoko,JPN,6,3T4z 5 7,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,2,2,2,2,X,X,X,2,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
Ito Futaba,JPN,7,3T4z 7 8,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,1051,2018,Tokyo,Boulder,Women,Qualification,2018-06-02,/api/v1/category_rounds/4952/results,/api/v1/events/1051/result/7,1,1,1,1,X,X,5,2,X,4,2018-06-02_Tokyo_Boulder_Women_Qualification.csv
