name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Inoue Yuji,JPN,1,5T5z 9 7,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,3,3,1,1,1,1,1,1,1
Sugimoto Rei,JPN,1,5T5z 8 6,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,2,2,1,1,1,2,1
Chon Jongwon,KOR,2,5T5z 10 8,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,3,1,1,1,4,4,1,1
Kruder Jernej,SLO,2,5T5z 10 6,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,1,1,1,4,2,1,1,1,1
Murai Ryuichi,JPN,3,5T5z 11 8,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,2,1,1,1,1,1,1,5,3
Ogata Yoshiyuki,JPN,3,5T5z 11 7,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,1,4,2,3,2,1,1
Takata Tomoaki,JPN,3,5T5z 11 8,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,4,3,1,1,3,1,1,1,2,2
McColl Sean,CAN,4,4T5z 6 6,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,1,X,1,2,2,1,1
Hojer Jan,GER,5,4T5z 6 7,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,3,1,1,X,1,1,1,1,1
Schubert Jakob,AUT,5,5T5z 11 11,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,4,4,1,1,1,1,1,1,4,4
Fujii Kokoro,JPN,6,5T5z 12 12,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,2,2,1,1,3,3,1,1,5,5
Rubtsov  Aleksei,RUS,6,4T5z 8 9,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,4,4,1,1,X,1,1,1,2,2
Moroni Gabriele,ITA,7,4T5z 4 5,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,1,1,X,1,1,1,1,1
Phillips Nathan,GBR,7,4T5z 9 9,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,6,3,1,1,X,3,1,1,1,1
Khazanov Alex,ISR,8,4T5z 14 8,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,1,X,1,10,4,1,1
Vezonik Gregor,SLO,8,4T5z 5 8,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,1,1,X,3,1,1,2,2
Narasaki Tomoa,JPN,9,4T5z 5 9,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,1,1,X,4,1,1,2,2
Watabe Keita,JPN,9,3T5z 3 5,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,X,1,X,1,1,1,1,1
Ishimatsu Taisei,JPN,10,3T5z 4 7,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,1,X,2,X,2,1,1
Peharc Anze,SLO,10,4T5z 6 7,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,2,1,1,X,2,1,1,1,1
Cousins Matthew,GBR,11,4T5z 6 10,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,2,2,X,4,1,1,2,2
Mawem Mickael,FRA,11,3T5z 6 11,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,4,4,1,1,X,4,1,1,X,1
Harada Kai,JPN,12,3T5z 7 5,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,X,1,X,1,4,1,2,1
Levier Alban,FRA,12,4T5z 7 12,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,2,2,1,1,X,5,1,1,3,3
Cornu Manuel,FRA,13,4T5z 7 13,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,2,2,1,1,X,6,1,1,3,3
Dohi Keita,JPN,13,3T5z 7 9,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,2,X,1,X,4,3,1,1,1
Bailey Sean,USA,14,3T5z 7 11,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,2,X,1,X,4,3,3,1,1
Flohé Yannick,GER,14,4T5z 9 9,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,5,3,1,1,X,2,1,1,2,2
 Chiam Kai Chen Asher Gavin,SGP,15,4T5z 11 16,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,2,2,1,1,X,6,2,2,6,5
Pan YuFei,CHN,15,3T4z 3 4,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,1,1,X,1,X,X,1,1,1,1
Klingler Florian,AUT,16,4T5z 14 15,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,2,2,2,X,2,1,1,8,8
Topishko Sergii,UKR,16,3T4z 5 6,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,3,3,1,1,X,1,1,1,X,X
AU Chi-fung,HKG,17,4T5z 18 15,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",1050,2018,Taian,Boulder,Men,Qualification,2018-05-12,/api/v1/category_rounds/4947/results,/api/v1/events/1050/result/3,9,6,3,3,X,1,1,1,5,4
