name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Pilz Jessica,AUT,1,Top,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,Top,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Tajima Aika,JPN,2,44,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,44,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Garnbret Janja,SLO,3,42,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,42,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Krampl Mia,SLO,4,41+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,41+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Noguchi Akiyo,JPN,5,35+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,35+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Kalan Tjasa,SLO,6,35+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,35+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Markovic Mina,SLO,7,35+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,35+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Kotake Mei,JPN,8,35+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,35+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Schranz Christine,AUT,9,34+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,34+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Kim Jain,KOR,10,33+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,33+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
Schubert Hannah,AUT,11,33+,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",1060,2018,Xiamen,Lead,Women,Semi-Final,2018-10-27,/api/v1/category_rounds/5021/results,/api/v1/events/1060/result/5,33+,2018-10-27_Xiamen_Lead_Women_Semi-Final.csv
