name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Kruder Jernej,SLO,1,3T4z 5 6,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,1,1,3,3,X,1,1,1
Narasaki Tomoa,JPN,2,2T4z 4 5,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,1,1,X,1,X,2,3,1
Bailey Sean,USA,3,2T3z 2 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,1,1,1,1,X,2,X,X
Sugimoto Rei,JPN,4,2T3z 4 6,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,2,X,X,1,1,3,3
Takata Tomoaki,JPN,5,2T3z 6 5,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,3,1,X,X,3,2,X,2
Murai Ryuichi,JPN,6,2T3z 9 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,5,1,X,X,4,2,X,1
Chon Jongwon,KOR,7,2T3z 10 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,7,1,X,X,X,1,3,2
Inoue Yuji,JPN,8,2T2z 6 2,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,4,1,X,X,2,1,X,X
Rubtsov  Aleksei,RUS,9,1T3z 1 3,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,1,1,X,X,X,1,X,1
Hojer Jan,GER,10,1T3z 1 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,1,1,X,X,X,1,X,2
Mawem Mickael,FRA,11,1T3z 2 3,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,2,1,X,X,X,1,X,1
Hada Yuki,JPN,12,1T3z 2 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,X,2,1,X,2
Ogata Yoshiyuki,JPN,13,1T3z 3 6,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,3,1,X,X,X,1,X,4
Vezonik Gregor,SLO,14,1T2z 2 5,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,2,1,X,X,X,X,X,4
Harada Kai,JPN,15,1T2z 4 2,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,4,1,X,X,X,1,X,X
Coleman Nathaniel,USA,16,0T4z 0 7,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,1,X,1,X,4
Khazanov Alex,ISR,17,0T3z 0 3,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,X,X,1,X,1
Fujii Kokoro,JPN,18,0T3z 0 4,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,X,X,1,X,2
Roberts Aidan,GBR,19,0T3z 0 7,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,X,X,3,X,3
Weiler Elias,AUT,20,0T2z 0 2,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,1052,2018,Vail,Boulder,Men,Semi-Final,2018-06-08,/api/v1/category_rounds/4962/results,/api/v1/events/1052/result/3,X,1,X,X,X,1,X,X
