name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Alipour Shenazandifard Reza,,1,5.82,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.4,True,5.76,True,5.71,True,5.82,,,2018-04-21_Moscow_Speed_Men_Final.csv
Deulin Vladislav,,2,6.87,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,WILDCARD,True,6.04,True,5.81,False,6.87,,,2018-04-21_Moscow_Speed_Men_Final.csv
LEONARDO VEDDRIQ,,3,WILDCARD,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.03,True,WILDCARD,False,6.02,,,True,WILDCARD,2018-04-21_Moscow_Speed_Men_Final.csv
Muhammad Hinayah,,4,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.12,True,WILDCARD,False,5.87,,,False,FALSE START,2018-04-21_Moscow_Speed_Men_Final.csv
Kriz Jan,,5,6.11,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.58,False,6.11,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Fossali Ludovico,,6,6.44,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.08,False,6.44,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Sabri Sabri,,7,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.14,False,FALSE START,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Gontero Leonardo,,8,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,True,6.26,False,FALSE START,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Septo Wibowo Siburian Pangeran,,9,6.11,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,6.11,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Santoni Alessandro,,10,6.17,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,6.17,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Kokorin Stanislav,,11,6.26,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,6.26,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Li JinXin,,12,6.78,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,6.78,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
ASPAR ASPAR,,13,7.87,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,7.87,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Shikov Aleksandr,,14,8.00,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,8.0,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Timofeev Dmitrii,,15,10.42,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,10.42,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
Maimuratov Amir,,16,FALSE START,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",1048,2018,Moscow,Speed,Men,Final,2018-04-21,/api/v1/category_rounds/4931/results,/api/v1/events/1048/result/2,False,FALSE START,,,,,,,,,2018-04-21_Moscow_Speed_Men_Final.csv
