name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Miroslaw Aleksandra,,1,7.56,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.162,True,7.83,True,7.775,True,7.56,,
Brozek Anna,,2,7.91,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,7.908,True,7.961,True,WILDCARD,False,7.91,,
Krasavina Mariia,,3,WILDCARD,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.264,True,7.713,False,FALSE START,,,True,WILDCARD
Kalucka Aleksandra,,4,FALSE START,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.038,True,WILDCARD,False,11.971,,,False,FALSE START
Chudziak Patrycja,,5,7.88,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.159,False,7.88,,,,,,
Marenych Alla,,6,8.17,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.395,False,8.173,,,,,,
SONG YiLing,,7,8.90,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,8.362,False,8.906,,,,,,
Tsyganova Anna,,8,FALSE START,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,True,7.978,False,FALSE START,,,,,,
Niu Di,,9,8.03,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,8.037,,,,,,,,
Kalucka Natalia,,10,8.27,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,8.274,,,,,,,,
Barashchuk Ekaterina,,11,8.302,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,8.302,,,,,,,,
Ivanova Elizaveta,,12,8.304,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,8.304,,,,,,,,
Kaplina Iuliia,,13,8.43,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,8.437,,,,,,,,
He CuiLian,,14,10.36,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,10.367,,,,,,,,
Jaubert Anouck,,15,FALL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,FALL,,,,,,,,
Andrier Victoire,,16,FALL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,1061,2018,Innsbruck,Speed,Women,Final,2018-09-06,/api/v1/category_rounds/5037/results,/api/v1/events/1061/result/6,False,FALL,,,,,,,,
