name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Jaubert Anouck,,1,7.98,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,8.42,True,7.83,True,8.29,True,7.98,,,2018-07-06_Villars_Speed_Women_Final.csv
Andrier Victoire,,2,8.21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,8.33,True,8.4,True,8.57,False,8.21,,,2018-07-06_Villars_Speed_Women_Final.csv
Krasavina Mariia,,3,9.62,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,8.69,True,8.1,False,13.16,,,True,9.62,2018-07-06_Villars_Speed_Women_Final.csv
SONG YiLing,,4,FALL,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,WILDCARD,True,8.2,False,8.65,,,False,FALL,2018-07-06_Villars_Speed_Women_Final.csv
Brozek Anna,,5,8.24,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,8.38,False,8.24,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Dalla Brida Elisabetta,,6,8.82,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,9.05,False,8.82,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Kaplina Iuliia,,7,8.93,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,WILDCARD,False,8.93,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Remizova Elena,,8,10.67,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,True,8.43,False,10.67,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
NI MingWei,,9,8.47,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,8.47,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Buczek Klaudia,,10,8.86,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,8.86,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Ivanova Elizaveta,,11,9.17,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,9.17,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
He CuiLian,,12,11.05,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,11.05,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Chudziak Patrycja,,13,FALL,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,FALL,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Kan Daria,,14,FALSE START,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,FALSE START,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Sarisson Aurelia,,15,FALSE START,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,FALSE START,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
Fleuret Elma,,16,FALL,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",1053,2018,Villars,Speed,Women,Final,2018-07-06,/api/v1/category_rounds/4968/results,/api/v1/events/1053/result/6,False,FALL,,,,,,,,,2018-07-06_Villars_Speed_Women_Final.csv
