name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
ANRAKU Sorato,JPN,1,124.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,3,1,1,1,2,2,2,1,2,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
SUGIMOTO Rei,JPN,2,108.7,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,6,1,X,5,2,2,1,1,4,3,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
AMAGASA Sohta,JPN,3,99.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,2,1,X,X,2,2,3,2,2,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
JENFT Paul,FRA,3,99.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,5,1,X,X,1,1,1,1,2,1,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
VAN DUYSEN Hannes,BEL,5,94.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,X,3,X,1,1,1,1,1,3,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
FUJIWAKI Yuji,JPN,6,94.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,2,2,X,2,1,1,1,1,X,4,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
NARASAKI Tomoa,JPN,7,85.0,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,X,1,X,X,1,1,1,1,1,1,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
LEMAIRE Adrien,FRA,7,85.0,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,X,1,X,X,1,1,1,1,1,1,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
NARASAKI Meichi,JPN,9,84.8,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,X,1,X,X,1,1,2,1,2,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
PEHARC Anze,SLO,10,84.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,X,2,X,X,1,1,1,1,4,3,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
VON FREIER Lasse,GER,11,84.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Qualification,2025-05-16,/api/v1/category_rounds/9391/results,/api/v1/events/1408/result/3,3,1,X,X,1,1,2,1,X,3,"2025-05-16_Curitiba, BRA_Boulder_Men_Qualification.csv"
