name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
BERTONE Oriane,FRA,1,84.8,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,1,1,3,2,1,1,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
CALLIET Agathe,FRA,2,69.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,1,3,2,2,1,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
SEKIKAWA Melody,JPN,3,69.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,1,4,1,3,3,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
MCNEICE Erin,GBR,4,69.3,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,2,1,5,4,X,3,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
EDWARDS Emma,GBR,5,54.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,2,3,3,X,2,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
Matsufuji Anon,JPN,5,54.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,2,X,3,X,3,1,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
BUCKLEY Jennifer Eucharia,SLO,7,54.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,2,6,2,X,4,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
MACIÀ MARTÍN Geila,ESP,8,53.8,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,3,8,7,X,3,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
NONAKA Miho,JPN,9,44.6,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,1,1,X,5,X,X,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
ABRIAT Lily,FRA,10,44.4,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,X,6,2,1,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
MACKENZIE Oceania,AUS,11,44.3,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,3,5,2,X,X,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
SANDERS Annie,USA,12,44.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,X,6,X,5,1,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
CAULIER Chloe,BEL,13,39.4,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,4,X,3,X,2,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
OBLASSER Flora,AUT,14,39.0,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,3,X,9,X,1,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
KEREM Ayala,ISR,15,38.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,7,X,8,X,2,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
MORONI Camilla,ITA,16,34.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,9,8,X,X,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
CONDIE Kyra,USA,17,29.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,1,X,10,X,X,X,1,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
Mori Ai,JPN,18,24.9,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,X,X,2,1,X,X,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
NAKAMURA Mao,JPN,19,19.9,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,X,X,X,1,X,2,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
SAUREL Lucile,FRA,20,19.6,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,2,X,X,X,X,X,4,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
GIACANI Stella,ITA,21,19.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Semi-final,2025-06-06,/api/v1/category_rounds/10038/results,/api/v1/events/1410/result/7,X,X,X,4,X,X,X,6,"2025-06-06_Prague, CZE_Boulder_Women_Semi-final.csv"
